Date,Created_at
89/11/29,2019-09-20 23:46:51.409209
89/11/30,2019-09-20 23:46:51.413045
89/12/01,2019-09-20 23:46:51.416314
89/12/02,2019-09-20 23:46:51.420630
89/12/04,2019-09-20 23:46:51.423235
89/12/05,2019-09-20 23:46:51.425902
89/12/06,2019-09-20 23:46:51.428172
89/12/07,2019-09-20 23:46:51.430347
89/12/08,2019-09-20 23:46:51.432301
89/12/11,2019-09-20 23:46:51.434676
89/12/12,2019-09-20 23:46:51.437307
89/12/13,2019-09-20 23:46:51.439705
89/12/14,2019-09-20 23:46:51.443502
89/12/15,2019-09-20 23:46:51.446690
89/12/16,2019-09-20 23:46:51.449123
89/12/18,2019-09-20 23:46:51.451185
89/12/19,2019-09-20 23:46:51.455028
89/12/20,2019-09-20 23:46:51.460360
89/12/21,2019-09-20 23:46:51.465046
89/12/22,2019-09-20 23:46:51.469702
89/12/26,2019-09-20 23:46:51.472821
89/12/27,2019-09-20 23:46:51.477301
89/12/28,2019-09-20 23:46:51.480686
89/12/29,2019-09-20 23:46:51.483211
89/12/30,2019-09-20 23:46:51.486174
90/01/02,2019-09-20 23:46:51.488641
90/01/03,2019-09-20 23:46:51.492133
90/01/04,2019-09-20 23:46:51.496065
90/01/05,2019-09-20 23:46:51.499381
90/01/08,2019-09-20 23:46:51.502001
90/01/09,2019-09-20 23:46:51.505631
90/01/10,2019-09-20 23:46:51.509644
90/01/11,2019-09-20 23:46:51.513097
90/01/12,2019-09-20 23:46:51.517122
90/01/15,2019-09-20 23:46:51.522532
90/01/16,2019-09-20 23:46:51.527960
90/01/17,2019-09-20 23:46:51.531419
90/01/18,2019-09-20 23:46:51.540206
90/01/29,2019-09-20 23:46:51.544037
90/01/30,2019-09-20 23:46:51.547521
90/01/31,2019-09-20 23:46:51.550811
90/02/01,2019-09-20 23:46:51.555075
90/02/02,2019-09-20 23:46:51.558555
90/02/05,2019-09-20 23:46:51.561347
90/02/06,2019-09-20 23:46:51.565040
90/02/07,2019-09-20 23:46:51.568627
90/02/08,2019-09-20 23:46:51.572508
90/02/09,2019-09-20 23:46:51.576394
90/02/12,2019-09-20 23:46:51.579853
90/02/13,2019-09-20 23:46:51.584727
90/02/14,2019-09-20 23:46:51.589439
90/02/15,2019-09-20 23:46:51.594170
90/02/16,2019-09-20 23:46:51.598253
90/02/19,2019-09-20 23:46:51.602177
90/02/20,2019-09-20 23:46:51.606173
90/02/21,2019-09-20 23:46:51.610921
90/02/22,2019-09-20 23:46:51.614779
90/02/23,2019-09-20 23:46:51.620385
90/02/26,2019-09-20 23:46:51.623737
90/02/27,2019-09-20 23:46:51.628107
90/03/01,2019-09-20 23:46:51.630364
90/03/02,2019-09-20 23:46:51.633971
90/03/05,2019-09-20 23:46:51.637731
90/03/06,2019-09-20 23:46:51.640666
90/03/07,2019-09-20 23:46:51.644450
90/03/08,2019-09-20 23:46:51.647382
90/03/09,2019-09-20 23:46:51.650379
90/03/12,2019-09-20 23:46:51.656061
90/03/13,2019-09-20 23:46:51.660264
90/03/14,2019-09-20 23:46:51.665195
90/03/15,2019-09-20 23:46:51.669630
90/03/16,2019-09-20 23:46:51.672347
90/03/19,2019-09-20 23:46:51.676364
90/03/20,2019-09-20 23:46:51.680054
90/03/21,2019-09-20 23:46:51.683137
90/03/22,2019-09-20 23:46:51.689622
90/03/23,2019-09-20 23:46:51.698108
90/03/26,2019-09-20 23:46:51.704433
90/03/27,2019-09-20 23:46:51.717694
90/03/28,2019-09-20 23:46:51.721152
90/03/29,2019-09-20 23:46:51.724795
90/03/30,2019-09-20 23:46:51.728533
90/04/02,2019-09-20 23:46:51.736989
90/04/03,2019-09-20 23:46:51.748873
90/04/04,2019-09-20 23:46:51.754309
90/04/06,2019-09-20 23:46:51.761743
90/04/09,2019-09-20 23:46:51.767206
90/04/10,2019-09-20 23:46:51.774005
90/04/11,2019-09-20 23:46:51.781463
90/04/12,2019-09-20 23:46:51.788008
90/04/13,2019-09-20 23:46:51.791443
90/04/16,2019-09-20 23:46:51.796479
90/04/17,2019-09-20 23:46:51.799688
90/04/18,2019-09-20 23:46:51.802717
90/04/19,2019-09-20 23:46:51.810449
90/04/20,2019-09-20 23:46:51.816827
90/04/23,2019-09-20 23:46:51.823404
90/04/24,2019-09-20 23:46:51.828575
90/04/25,2019-09-20 23:46:51.833991
90/04/26,2019-09-20 23:46:51.844111
90/04/27,2019-09-20 23:46:51.848944
90/04/30,2019-09-20 23:46:51.852817
90/05/02,2019-09-20 23:46:51.857074
90/05/03,2019-09-20 23:46:51.860991
90/05/04,2019-09-20 23:46:51.864182
90/05/07,2019-09-20 23:46:51.885509
90/05/08,2019-09-20 23:46:51.893905
90/05/09,2019-09-20 23:46:51.897248
90/05/10,2019-09-20 23:46:51.901184
90/05/11,2019-09-20 23:46:51.906674
90/05/14,2019-09-20 23:46:51.911449
90/05/15,2019-09-20 23:46:51.916173
90/05/16,2019-09-20 23:46:51.935190
90/05/17,2019-09-20 23:46:51.938864
90/05/18,2019-09-20 23:46:51.941963
90/05/21,2019-09-20 23:46:51.945929
90/05/22,2019-09-20 23:46:51.950527
90/05/23,2019-09-20 23:46:51.956008
90/05/24,2019-09-20 23:46:51.960264
90/05/25,2019-09-20 23:46:51.972308
90/05/28,2019-09-20 23:46:51.989067
90/05/29,2019-09-20 23:46:52.013120
90/05/30,2019-09-20 23:46:52.018563
90/05/31,2019-09-20 23:46:52.024509
90/06/01,2019-09-20 23:46:52.028884
90/06/04,2019-09-20 23:46:52.032767
90/06/05,2019-09-20 23:46:52.035338
90/06/06,2019-09-20 23:46:52.040393
90/06/07,2019-09-20 23:46:52.044286
90/06/08,2019-09-20 23:46:52.048186
90/06/11,2019-09-20 23:46:52.051654
90/06/12,2019-09-20 23:46:52.056337
90/06/13,2019-09-20 23:46:52.059532
90/06/14,2019-09-20 23:46:52.063316
90/06/15,2019-09-20 23:46:52.068480
90/06/18,2019-09-20 23:46:52.076122
90/06/19,2019-09-20 23:46:52.081033
90/06/20,2019-09-20 23:46:52.084880
90/06/21,2019-09-20 23:46:52.090695
90/06/22,2019-09-20 23:46:52.094713
90/06/26,2019-09-20 23:46:52.099749
90/06/27,2019-09-20 23:46:52.107541
90/06/28,2019-09-20 23:46:52.112419
90/06/29,2019-09-20 23:46:52.122063
90/07/02,2019-09-20 23:46:52.125119
90/07/03,2019-09-20 23:46:52.129775
90/07/04,2019-09-20 23:46:52.134031
90/07/05,2019-09-20 23:46:52.141224
90/07/06,2019-09-20 23:46:52.156680
90/07/09,2019-09-20 23:46:52.162655
90/07/10,2019-09-20 23:46:52.173075
90/07/11,2019-09-20 23:46:52.178918
90/07/12,2019-09-20 23:46:52.185102
90/07/13,2019-09-20 23:46:52.193996
90/07/16,2019-09-20 23:46:52.201846
90/07/17,2019-09-20 23:46:52.209208
90/07/18,2019-09-20 23:46:52.214814
90/07/19,2019-09-20 23:46:52.218928
90/07/20,2019-09-20 23:46:52.225523
90/07/23,2019-09-20 23:46:52.229104
90/07/24,2019-09-20 23:46:52.233282
90/07/25,2019-09-20 23:46:52.246579
90/07/26,2019-09-20 23:46:52.250805
90/07/27,2019-09-20 23:46:52.274135
90/07/31,2019-09-20 23:46:52.277546
90/08/01,2019-09-20 23:46:52.282350
90/08/02,2019-09-20 23:46:52.289548
90/08/03,2019-09-20 23:46:52.292425
90/08/06,2019-09-20 23:46:52.296713
90/08/07,2019-09-20 23:46:52.300414
90/08/08,2019-09-20 23:46:52.317670
90/08/09,2019-09-20 23:46:52.324596
90/08/10,2019-09-20 23:46:52.328430
90/08/13,2019-09-20 23:46:52.332258
90/08/14,2019-09-20 23:46:52.338042
90/08/15,2019-09-20 23:46:52.340622
90/08/16,2019-09-20 23:46:52.348261
90/08/17,2019-09-20 23:46:52.366226
90/08/20,2019-09-20 23:46:52.369971
90/08/21,2019-09-20 23:46:52.388700
90/08/22,2019-09-20 23:46:52.404803
90/08/23,2019-09-20 23:46:52.409978
90/08/24,2019-09-20 23:46:52.414451
90/08/27,2019-09-20 23:46:52.418429
90/08/28,2019-09-20 23:46:52.426224
90/08/29,2019-09-20 23:46:52.443500
90/08/30,2019-09-20 23:46:52.450291
90/08/31,2019-09-20 23:46:52.455161
90/09/03,2019-09-20 23:46:52.459441
90/09/04,2019-09-20 23:46:52.466902
90/09/05,2019-09-20 23:46:52.471426
90/09/06,2019-09-20 23:46:52.475597
90/09/07,2019-09-20 23:46:52.478278
90/09/10,2019-09-20 23:46:52.493367
90/09/11,2019-09-20 23:46:52.500740
90/09/13,2019-09-20 23:46:52.507272
90/09/14,2019-09-20 23:46:52.510363
90/09/19,2019-09-20 23:46:52.517969
90/09/20,2019-09-20 23:46:52.532896
90/09/21,2019-09-20 23:46:52.536854
90/09/24,2019-09-20 23:46:52.540666
90/09/25,2019-09-20 23:46:52.544064
90/09/26,2019-09-20 23:46:52.548348
90/09/27,2019-09-20 23:46:52.554449
90/09/28,2019-09-20 23:46:52.560181
90/10/02,2019-09-20 23:46:52.564315
90/10/03,2019-09-20 23:46:52.571213
90/10/04,2019-09-20 23:46:52.575742
90/10/05,2019-09-20 23:46:52.580979
90/10/08,2019-09-20 23:46:52.586778
90/10/09,2019-09-20 23:46:52.590280
90/10/11,2019-09-20 23:46:52.594554
90/10/12,2019-09-20 23:46:52.598138
90/10/15,2019-09-20 23:46:52.601893
90/10/16,2019-09-20 23:46:52.607225
90/10/17,2019-09-20 23:46:52.612459
90/10/18,2019-09-20 23:46:52.616516
90/10/19,2019-09-20 23:46:52.621516
90/10/22,2019-09-20 23:46:52.626776
90/10/23,2019-09-20 23:46:52.630890
90/10/24,2019-09-20 23:46:52.634822
90/10/25,2019-09-20 23:46:52.638783
90/10/26,2019-09-20 23:46:52.642133
90/10/29,2019-09-20 23:46:52.648213
90/10/30,2019-09-20 23:46:52.656855
90/10/31,2019-09-20 23:46:52.661398
90/11/01,2019-09-20 23:46:52.664532
90/11/02,2019-09-20 23:46:52.676829
90/11/05,2019-09-20 23:46:52.684520
90/11/06,2019-09-20 23:46:52.687566
90/11/07,2019-09-20 23:46:52.690954
90/11/08,2019-09-20 23:46:52.694529
90/11/09,2019-09-20 23:46:52.697743
90/11/12,2019-09-20 23:46:52.705225
90/11/13,2019-09-20 23:46:52.726591
90/11/14,2019-09-20 23:46:52.730078
90/11/15,2019-09-20 23:46:52.733643
90/11/16,2019-09-20 23:46:52.736655
90/11/19,2019-09-20 23:46:52.741313
90/11/20,2019-09-20 23:46:52.744442
90/11/21,2019-09-20 23:46:52.749604
90/11/22,2019-09-20 23:46:52.753651
90/11/23,2019-09-20 23:46:52.758305
90/11/26,2019-09-20 23:46:52.762285
90/11/27,2019-09-20 23:46:52.766850
90/11/28,2019-09-20 23:46:52.771885
90/11/29,2019-09-20 23:46:52.774170
90/11/30,2019-09-20 23:46:52.777765
90/12/03,2019-09-20 23:46:52.780403
90/12/04,2019-09-20 23:46:52.784571
90/12/05,2019-09-20 23:46:52.788000
90/12/06,2019-09-20 23:46:52.791880
90/12/07,2019-09-20 23:46:52.794198
90/12/10,2019-09-20 23:46:52.797290
90/12/11,2019-09-20 23:46:52.800997
90/12/12,2019-09-20 23:46:52.805667
90/12/13,2019-09-20 23:46:52.809268
90/12/14,2019-09-20 23:46:52.813102
90/12/17,2019-09-20 23:46:52.817828
90/12/18,2019-09-20 23:46:52.822363
90/12/19,2019-09-20 23:46:52.825245
90/12/20,2019-09-20 23:46:52.829439
90/12/21,2019-09-20 23:46:52.833838
90/12/24,2019-09-20 23:46:52.844501
90/12/25,2019-09-20 23:46:52.848855
90/12/26,2019-09-20 23:46:52.852002
90/12/27,2019-09-20 23:46:52.856490
90/12/28,2019-09-20 23:46:52.861200
90/12/31,2019-09-20 23:46:52.865163
91/01/02,2019-09-20 23:46:52.869140
91/01/03,2019-09-20 23:46:52.872370
91/01/04,2019-09-20 23:46:52.875896
91/01/07,2019-09-20 23:46:52.879387
91/01/08,2019-09-20 23:46:52.883577
91/01/09,2019-09-20 23:46:52.889310
91/01/10,2019-09-20 23:46:52.896905
91/01/11,2019-09-20 23:46:52.904463
91/01/14,2019-09-20 23:46:52.908546
91/01/15,2019-09-20 23:46:52.912339
91/01/16,2019-09-20 23:46:52.915742
91/01/17,2019-09-20 23:46:52.919779
91/01/18,2019-09-20 23:46:52.926987
91/01/21,2019-09-20 23:46:52.938300
91/01/22,2019-09-20 23:46:52.944429
91/01/23,2019-09-20 23:46:52.955026
91/01/24,2019-09-20 23:46:52.962778
91/01/25,2019-09-20 23:46:52.977300
91/01/28,2019-09-20 23:46:52.984383
91/01/29,2019-09-20 23:46:52.990172
91/01/30,2019-09-20 23:46:52.994417
91/01/31,2019-09-20 23:46:52.999191
91/02/01,2019-09-20 23:46:53.005866
91/02/04,2019-09-20 23:46:53.014020
91/02/05,2019-09-20 23:46:53.018186
91/02/06,2019-09-20 23:46:53.021599
91/02/18,2019-09-20 23:46:53.023538
91/02/19,2019-09-20 23:46:53.026842
91/02/20,2019-09-20 23:46:53.030963
91/02/21,2019-09-20 23:46:53.034075
91/02/22,2019-09-20 23:46:53.040962
91/02/25,2019-09-20 23:46:53.047561
91/02/26,2019-09-20 23:46:53.050789
91/02/27,2019-09-20 23:46:53.055350
91/03/01,2019-09-20 23:46:53.058918
91/03/04,2019-09-20 23:46:53.063888
91/03/05,2019-09-20 23:46:53.067802
91/03/06,2019-09-20 23:46:53.072819
91/03/07,2019-09-20 23:46:53.077689
91/03/08,2019-09-20 23:46:53.081462
91/03/11,2019-09-20 23:46:53.086459
91/03/12,2019-09-20 23:46:53.090365
91/03/13,2019-09-20 23:46:53.095810
91/03/14,2019-09-20 23:46:53.100634
91/03/15,2019-09-20 23:46:53.107928
91/03/18,2019-09-20 23:46:53.113376
91/03/19,2019-09-20 23:46:53.118411
91/03/20,2019-09-20 23:46:53.124442
91/03/21,2019-09-20 23:46:53.131221
91/03/22,2019-09-20 23:46:53.136625
91/03/25,2019-09-20 23:46:53.144184
91/03/26,2019-09-20 23:46:53.147840
91/03/27,2019-09-20 23:46:53.152035
91/03/28,2019-09-20 23:46:53.158072
91/03/29,2019-09-20 23:46:53.161891
91/04/01,2019-09-20 23:46:53.166964
91/04/02,2019-09-20 23:46:53.170605
91/04/03,2019-09-20 23:46:53.175429
91/04/04,2019-09-20 23:46:53.179313
91/04/08,2019-09-20 23:46:53.183581
91/04/09,2019-09-20 23:46:53.186467
91/04/10,2019-09-20 23:46:53.192614
91/04/11,2019-09-20 23:46:53.197968
91/04/12,2019-09-20 23:46:53.201219
91/04/15,2019-09-20 23:46:53.207345
91/04/16,2019-09-20 23:46:53.214234
91/04/17,2019-09-20 23:46:53.217676
91/04/18,2019-09-20 23:46:53.233627
91/04/19,2019-09-20 23:46:53.241167
91/04/22,2019-09-20 23:46:53.247678
91/04/23,2019-09-20 23:46:53.250127
91/04/24,2019-09-20 23:46:53.257429
91/04/25,2019-09-20 23:46:53.265734
91/04/26,2019-09-20 23:46:53.280858
91/04/29,2019-09-20 23:46:53.285076
91/04/30,2019-09-20 23:46:53.288949
91/05/02,2019-09-20 23:46:53.292507
91/05/03,2019-09-20 23:46:53.296409
91/05/06,2019-09-20 23:46:53.299183
91/05/07,2019-09-20 23:46:53.304084
91/05/08,2019-09-20 23:46:53.309138
91/05/09,2019-09-20 23:46:53.312808
91/05/10,2019-09-20 23:46:53.316630
91/05/13,2019-09-20 23:46:53.319992
91/05/14,2019-09-20 23:46:53.323153
91/05/15,2019-09-20 23:46:53.326906
91/05/16,2019-09-20 23:46:53.330279
91/05/17,2019-09-20 23:46:53.332973
91/05/20,2019-09-20 23:46:53.335810
91/05/21,2019-09-20 23:46:53.339569
91/05/22,2019-09-20 23:46:53.344806
91/05/23,2019-09-20 23:46:53.348781
91/05/24,2019-09-20 23:46:53.352682
91/05/27,2019-09-20 23:46:53.356474
91/05/28,2019-09-20 23:46:53.361123
91/05/29,2019-09-20 23:46:53.365296
91/05/30,2019-09-20 23:46:53.369207
91/05/31,2019-09-20 23:46:53.374752
91/06/03,2019-09-20 23:46:53.378531
91/06/04,2019-09-20 23:46:53.381642
91/06/05,2019-09-20 23:46:53.385168
91/06/06,2019-09-20 23:46:53.389669
91/06/07,2019-09-20 23:46:53.393327
91/06/10,2019-09-20 23:46:53.397116
91/06/11,2019-09-20 23:46:53.400959
91/06/12,2019-09-20 23:46:53.406030
91/06/13,2019-09-20 23:46:53.409831
91/06/14,2019-09-20 23:46:53.413635
91/06/17,2019-09-20 23:46:53.418049
91/06/18,2019-09-20 23:46:53.421561
91/06/19,2019-09-20 23:46:53.425835
91/06/20,2019-09-20 23:46:53.430036
91/06/21,2019-09-20 23:46:53.435438
91/06/24,2019-09-20 23:46:53.439256
91/06/25,2019-09-20 23:46:53.444566
91/06/26,2019-09-20 23:46:53.449911
91/06/27,2019-09-20 23:46:53.454651
91/06/28,2019-09-20 23:46:53.459079
91/07/01,2019-09-20 23:46:53.464023
91/07/02,2019-09-20 23:46:53.468487
91/07/03,2019-09-20 23:46:53.474134
91/07/04,2019-09-20 23:46:53.477893
91/07/05,2019-09-20 23:46:53.482403
91/07/08,2019-09-20 23:46:53.488001
91/07/09,2019-09-20 23:46:53.495620
91/07/10,2019-09-20 23:46:53.518399
91/07/11,2019-09-20 23:46:53.524077
91/07/12,2019-09-20 23:46:53.529015
91/07/15,2019-09-20 23:46:53.532623
91/07/16,2019-09-20 23:46:53.536066
91/07/17,2019-09-20 23:46:53.541164
91/07/18,2019-09-20 23:46:53.544778
91/07/19,2019-09-20 23:46:53.548551
91/07/22,2019-09-20 23:46:53.552402
91/07/23,2019-09-20 23:46:53.555889
91/07/24,2019-09-20 23:46:53.560089
91/07/25,2019-09-20 23:46:53.563813
91/07/26,2019-09-20 23:46:53.567584
91/07/29,2019-09-20 23:46:53.570921
91/07/30,2019-09-20 23:46:53.575853
91/07/31,2019-09-20 23:46:53.579417
91/08/01,2019-09-20 23:46:53.584318
91/08/02,2019-09-20 23:46:53.587789
91/08/05,2019-09-20 23:46:53.592281
91/08/06,2019-09-20 23:46:53.596238
91/08/07,2019-09-20 23:46:53.600135
91/08/08,2019-09-20 23:46:53.603344
91/08/09,2019-09-20 23:46:53.608008
91/08/12,2019-09-20 23:46:53.611735
91/08/13,2019-09-20 23:46:53.616081
91/08/14,2019-09-20 23:46:53.619183
91/08/15,2019-09-20 23:46:53.622757
91/08/16,2019-09-20 23:46:53.626828
91/08/19,2019-09-20 23:46:53.630369
91/08/20,2019-09-20 23:46:53.633389
91/08/21,2019-09-20 23:46:53.636598
91/08/22,2019-09-20 23:46:53.640102
91/08/23,2019-09-20 23:46:53.643343
91/08/26,2019-09-20 23:46:53.647747
91/08/27,2019-09-20 23:46:53.651602
91/08/28,2019-09-20 23:46:53.655828
91/08/29,2019-09-20 23:46:53.659508
91/08/30,2019-09-20 23:46:53.663409
91/09/02,2019-09-20 23:46:53.666884
91/09/03,2019-09-20 23:46:53.670503
91/09/04,2019-09-20 23:46:53.675639
91/09/05,2019-09-20 23:46:53.679978
91/09/09,2019-09-20 23:46:53.683451
91/09/10,2019-09-20 23:46:53.687475
91/09/11,2019-09-20 23:46:53.691382
91/09/12,2019-09-20 23:46:53.694947
91/09/13,2019-09-20 23:46:53.699842
91/09/16,2019-09-20 23:46:53.703136
91/09/17,2019-09-20 23:46:53.709795
91/09/18,2019-09-20 23:46:53.716583
91/09/19,2019-09-20 23:46:53.721080
91/09/20,2019-09-20 23:46:53.724895
91/09/23,2019-09-20 23:46:53.729704
91/09/24,2019-09-20 23:46:53.733739
91/09/25,2019-09-20 23:46:53.737203
91/09/26,2019-09-20 23:46:53.739598
91/09/27,2019-09-20 23:46:53.743168
91/09/30,2019-09-20 23:46:53.746775
91/10/01,2019-09-20 23:46:53.750826
91/10/02,2019-09-20 23:46:53.759633
91/10/03,2019-09-20 23:46:53.766246
91/10/04,2019-09-20 23:46:53.770852
91/10/07,2019-09-20 23:46:53.783349
91/10/08,2019-09-20 23:46:53.787658
91/10/09,2019-09-20 23:46:53.792807
91/10/11,2019-09-20 23:46:53.796729
91/10/14,2019-09-20 23:46:53.800679
91/10/15,2019-09-20 23:46:53.811376
91/10/16,2019-09-20 23:46:53.815156
91/10/17,2019-09-20 23:46:53.820371
91/10/18,2019-09-20 23:46:53.825882
91/10/21,2019-09-20 23:46:53.829431
91/10/22,2019-09-20 23:46:53.833957
91/10/23,2019-09-20 23:46:53.837007
91/10/24,2019-09-20 23:46:53.843573
91/10/25,2019-09-20 23:46:53.848800
91/10/28,2019-09-20 23:46:53.853735
91/10/29,2019-09-20 23:46:53.873891
91/10/30,2019-09-20 23:46:53.876430
91/10/31,2019-09-20 23:46:53.881864
91/11/01,2019-09-20 23:46:53.897101
91/11/04,2019-09-20 23:46:53.908339
91/11/05,2019-09-20 23:46:53.912994
91/11/06,2019-09-20 23:46:53.918722
91/11/07,2019-09-20 23:46:53.922478
91/11/08,2019-09-20 23:46:53.928794
91/11/11,2019-09-20 23:46:53.935249
91/11/12,2019-09-20 23:46:53.940589
91/11/13,2019-09-20 23:46:53.943865
91/11/14,2019-09-20 23:46:53.950139
91/11/15,2019-09-20 23:46:53.955556
91/11/18,2019-09-20 23:46:53.959023
91/11/19,2019-09-20 23:46:53.966806
91/11/20,2019-09-20 23:46:53.972401
91/11/21,2019-09-20 23:46:53.979438
91/11/22,2019-09-20 23:46:53.984075
91/11/25,2019-09-20 23:46:53.988577
91/11/26,2019-09-20 23:46:53.992522
91/11/27,2019-09-20 23:46:53.996237
91/11/28,2019-09-20 23:46:54.001241
91/11/29,2019-09-20 23:46:54.004482
91/12/02,2019-09-20 23:46:54.012499
91/12/03,2019-09-20 23:46:54.018813
91/12/04,2019-09-20 23:46:54.029223
91/12/05,2019-09-20 23:46:54.036619
91/12/06,2019-09-20 23:46:54.041907
91/12/09,2019-09-20 23:46:54.046813
91/12/10,2019-09-20 23:46:54.051742
91/12/11,2019-09-20 23:46:54.057213
91/12/12,2019-09-20 23:46:54.062138
91/12/13,2019-09-20 23:46:54.067219
91/12/16,2019-09-20 23:46:54.071260
91/12/17,2019-09-20 23:46:54.075798
91/12/18,2019-09-20 23:46:54.081897
91/12/19,2019-09-20 23:46:54.085953
91/12/20,2019-09-20 23:46:54.090961
91/12/23,2019-09-20 23:46:54.095102
91/12/24,2019-09-20 23:46:54.099448
91/12/25,2019-09-20 23:46:54.104982
91/12/26,2019-09-20 23:46:54.110109
91/12/27,2019-09-20 23:46:54.114172
91/12/30,2019-09-20 23:46:54.119351
91/12/31,2019-09-20 23:46:54.123980
92/01/02,2019-09-20 23:46:54.127956
92/01/03,2019-09-20 23:46:54.132734
92/01/06,2019-09-20 23:46:54.136092
92/01/07,2019-09-20 23:46:54.142178
92/01/08,2019-09-20 23:46:54.145877
92/01/09,2019-09-20 23:46:54.152718
92/01/10,2019-09-20 23:46:54.160167
92/01/13,2019-09-20 23:46:54.167473
92/01/14,2019-09-20 23:46:54.172234
92/01/15,2019-09-20 23:46:54.176456
92/01/16,2019-09-20 23:46:54.184670
92/01/17,2019-09-20 23:46:54.189790
92/01/20,2019-09-20 23:46:54.193611
92/01/21,2019-09-20 23:46:54.196519
92/01/22,2019-09-20 23:46:54.200514
92/01/23,2019-09-20 23:46:54.204181
92/01/24,2019-09-20 23:46:54.227325
92/01/27,2019-09-20 23:46:54.234654
92/01/28,2019-09-20 23:46:54.244783
92/02/06,2019-09-20 23:46:54.252814
92/02/07,2019-09-20 23:46:54.266339
92/02/10,2019-09-20 23:46:54.274546
92/02/11,2019-09-20 23:46:54.285680
92/02/12,2019-09-20 23:46:54.292275
92/02/13,2019-09-20 23:46:54.297336
92/02/14,2019-09-20 23:46:54.302150
92/02/17,2019-09-20 23:46:54.306842
92/02/18,2019-09-20 23:46:54.309776
92/02/19,2019-09-20 23:46:54.315205
92/02/20,2019-09-20 23:46:54.324480
92/02/21,2019-09-20 23:46:54.330457
92/02/24,2019-09-20 23:46:54.334427
92/02/25,2019-09-20 23:46:54.340984
92/02/26,2019-09-20 23:46:54.345584
92/02/27,2019-09-20 23:46:54.351498
92/03/03,2019-09-20 23:46:54.376288
92/03/04,2019-09-20 23:46:54.379717
92/03/05,2019-09-20 23:46:54.384078
92/03/06,2019-09-20 23:46:54.386915
92/03/07,2019-09-20 23:46:54.390788
92/03/10,2019-09-20 23:46:54.394256
92/03/11,2019-09-20 23:46:54.396744
92/03/12,2019-09-20 23:46:54.399807
92/03/13,2019-09-20 23:46:54.419079
92/03/14,2019-09-20 23:46:54.427544
92/03/17,2019-09-20 23:46:54.431120
92/03/18,2019-09-20 23:46:54.436836
92/03/19,2019-09-20 23:46:54.440320
92/03/20,2019-09-20 23:46:54.442279
92/03/21,2019-09-20 23:46:54.444790
92/03/24,2019-09-20 23:46:54.447692
92/03/25,2019-09-20 23:46:54.450708
92/03/26,2019-09-20 23:46:54.457834
92/03/27,2019-09-20 23:46:54.463454
92/03/28,2019-09-20 23:46:54.474825
92/03/31,2019-09-20 23:46:54.479721
92/04/01,2019-09-20 23:46:54.483591
92/04/02,2019-09-20 23:46:54.487553
92/04/03,2019-09-20 23:46:54.493497
92/04/04,2019-09-20 23:46:54.506311
92/04/07,2019-09-20 23:46:54.514459
92/04/08,2019-09-20 23:46:54.520591
92/04/09,2019-09-20 23:46:54.525076
92/04/10,2019-09-20 23:46:54.531305
92/04/11,2019-09-20 23:46:54.537007
92/04/14,2019-09-20 23:46:54.542355
92/04/15,2019-09-20 23:46:54.547204
92/04/16,2019-09-20 23:46:54.555124
92/04/17,2019-09-20 23:46:54.559802
92/04/18,2019-09-20 23:46:54.564276
92/04/21,2019-09-20 23:46:54.569038
92/04/22,2019-09-20 23:46:54.572348
92/04/23,2019-09-20 23:46:54.576559
92/04/24,2019-09-20 23:46:54.580195
92/04/25,2019-09-20 23:46:54.589359
92/04/28,2019-09-20 23:46:54.593827
92/04/29,2019-09-20 23:46:54.597295
92/04/30,2019-09-20 23:46:54.603775
92/05/02,2019-09-20 23:46:54.611352
92/05/05,2019-09-20 23:46:54.617656
92/05/06,2019-09-20 23:46:54.626091
92/05/07,2019-09-20 23:46:54.631266
92/05/08,2019-09-20 23:46:54.636519
92/05/09,2019-09-20 23:46:54.642481
92/05/12,2019-09-20 23:46:54.650475
92/05/13,2019-09-20 23:46:54.656933
92/05/14,2019-09-20 23:46:54.660842
92/05/15,2019-09-20 23:46:54.665392
92/05/16,2019-09-20 23:46:54.669442
92/05/19,2019-09-20 23:46:54.674382
92/05/20,2019-09-20 23:46:54.678248
92/05/21,2019-09-20 23:46:54.682934
92/05/22,2019-09-20 23:46:54.687121
92/05/23,2019-09-20 23:46:54.691439
92/05/26,2019-09-20 23:46:54.695112
92/05/27,2019-09-20 23:46:54.698650
92/05/28,2019-09-20 23:46:54.704529
92/05/29,2019-09-20 23:46:54.720695
92/05/30,2019-09-20 23:46:54.730169
92/06/02,2019-09-20 23:46:54.737771
92/06/03,2019-09-20 23:46:54.746924
92/06/05,2019-09-20 23:46:54.762278
92/06/06,2019-09-20 23:46:54.768345
92/06/09,2019-09-20 23:46:54.777918
92/06/10,2019-09-20 23:46:54.783157
92/06/11,2019-09-20 23:46:54.787046
92/06/12,2019-09-20 23:46:54.791713
92/06/13,2019-09-20 23:46:54.795362
92/06/16,2019-09-20 23:46:54.800627
92/06/17,2019-09-20 23:46:54.804466
92/06/18,2019-09-20 23:46:54.809885
92/06/19,2019-09-20 23:46:54.837032
92/06/20,2019-09-20 23:46:54.841726
92/06/23,2019-09-20 23:46:54.847356
92/06/24,2019-09-20 23:46:54.851903
92/06/25,2019-09-20 23:46:54.855994
92/06/26,2019-09-20 23:46:54.862717
92/06/27,2019-09-20 23:46:54.877002
92/06/30,2019-09-20 23:46:54.882318
