Date,Created_at
96/10/15,2019-09-20 23:47:01.739361
96/10/16,2019-09-20 23:47:01.742674
96/10/17,2019-09-20 23:47:01.746316
96/10/18,2019-09-20 23:47:01.750780
96/10/19,2019-09-20 23:47:01.754781
96/10/22,2019-09-20 23:47:01.757686
96/10/23,2019-09-20 23:47:01.760028
96/10/24,2019-09-20 23:47:01.762569
96/10/25,2019-09-20 23:47:01.766279
96/10/26,2019-09-20 23:47:01.770232
96/10/29,2019-09-20 23:47:01.773654
96/10/30,2019-09-20 23:47:01.776926
96/10/31,2019-09-20 23:47:01.780693
96/11/01,2019-09-20 23:47:01.783689
96/11/02,2019-09-20 23:47:01.787396
96/11/05,2019-09-20 23:47:01.790711
96/11/06,2019-09-20 23:47:01.794103
96/11/07,2019-09-20 23:47:01.797870
96/11/08,2019-09-20 23:47:01.801785
96/11/09,2019-09-20 23:47:01.805270
96/11/12,2019-09-20 23:47:01.808693
96/11/13,2019-09-20 23:47:01.811496
96/11/14,2019-09-20 23:47:01.814711
96/11/15,2019-09-20 23:47:01.817284
96/11/16,2019-09-20 23:47:01.820996
96/11/19,2019-09-20 23:47:01.824685
96/11/20,2019-09-20 23:47:01.827304
96/11/21,2019-09-20 23:47:01.832061
96/11/22,2019-09-20 23:47:01.839459
96/11/23,2019-09-20 23:47:01.842337
96/11/26,2019-09-20 23:47:01.845815
96/11/27,2019-09-20 23:47:01.850169
96/11/28,2019-09-20 23:47:01.854590
96/11/29,2019-09-20 23:47:01.857698
96/11/30,2019-09-20 23:47:01.860288
96/12/03,2019-09-20 23:47:01.863709
96/12/04,2019-09-20 23:47:01.867004
96/12/05,2019-09-20 23:47:01.871377
96/12/06,2019-09-20 23:47:01.874758
96/12/07,2019-09-20 23:47:01.878101
96/12/10,2019-09-20 23:47:01.884134
96/12/11,2019-09-20 23:47:01.888454
96/12/12,2019-09-20 23:47:01.892263
96/12/13,2019-09-20 23:47:01.896369
96/12/14,2019-09-20 23:47:01.904675
96/12/17,2019-09-20 23:47:01.909346
96/12/18,2019-09-20 23:47:01.918153
96/12/19,2019-09-20 23:47:01.929377
96/12/20,2019-09-20 23:47:01.939584
96/12/21,2019-09-20 23:47:01.942413
96/12/24,2019-09-20 23:47:01.944550
96/12/25,2019-09-20 23:47:01.947923
96/12/26,2019-09-20 23:47:01.951101
96/12/27,2019-09-20 23:47:01.954387
96/12/28,2019-09-20 23:47:01.956903
96/12/31,2019-09-20 23:47:01.960449
97/01/02,2019-09-20 23:47:01.963802
97/01/03,2019-09-20 23:47:01.966987
97/01/04,2019-09-20 23:47:01.970308
97/01/07,2019-09-20 23:47:01.973624
97/01/08,2019-09-20 23:47:01.976956
97/01/09,2019-09-20 23:47:01.981409
97/01/10,2019-09-20 23:47:01.985712
97/01/11,2019-09-20 23:47:01.990335
97/01/14,2019-09-20 23:47:01.994101
97/01/15,2019-09-20 23:47:01.998555
97/01/16,2019-09-20 23:47:02.002075
97/01/17,2019-09-20 23:47:02.008255
97/01/18,2019-09-20 23:47:02.013233
97/01/21,2019-09-20 23:47:02.018045
97/01/22,2019-09-20 23:47:02.026613
97/01/23,2019-09-20 23:47:02.033335
97/01/24,2019-09-20 23:47:02.036997
97/01/25,2019-09-20 23:47:02.040673
97/01/28,2019-09-20 23:47:02.044165
97/01/29,2019-09-20 23:47:02.048160
97/01/30,2019-09-20 23:47:02.051669
97/01/31,2019-09-20 23:47:02.055335
97/02/01,2019-09-20 23:47:02.058593
97/02/12,2019-09-20 23:47:02.062939
97/02/13,2019-09-20 23:47:02.067262
97/02/14,2019-09-20 23:47:02.071526
97/02/15,2019-09-20 23:47:02.076144
97/02/18,2019-09-20 23:47:02.080257
97/02/19,2019-09-20 23:47:02.083750
97/02/20,2019-09-20 23:47:02.087660
97/02/21,2019-09-20 23:47:02.092070
97/02/22,2019-09-20 23:47:02.095536
97/02/25,2019-09-20 23:47:02.099878
97/02/26,2019-09-20 23:47:02.104939
97/02/27,2019-09-20 23:47:02.109119
97/02/29,2019-09-20 23:47:02.113132
97/03/03,2019-09-20 23:47:02.121637
97/03/04,2019-09-20 23:47:02.126004
97/03/05,2019-09-20 23:47:02.129873
97/03/06,2019-09-20 23:47:02.138016
97/03/07,2019-09-20 23:47:02.141732
97/03/10,2019-09-20 23:47:02.144552
97/03/11,2019-09-20 23:47:02.151562
97/03/12,2019-09-20 23:47:02.164239
97/03/13,2019-09-20 23:47:02.168708
97/03/14,2019-09-20 23:47:02.184096
97/03/17,2019-09-20 23:47:02.194978
97/03/18,2019-09-20 23:47:02.201398
97/03/19,2019-09-20 23:47:02.206792
97/03/20,2019-09-20 23:47:02.224876
97/03/21,2019-09-20 23:47:02.237746
97/03/24,2019-09-20 23:47:02.284026
97/03/25,2019-09-20 23:47:02.290113
97/03/26,2019-09-20 23:47:02.294079
97/03/27,2019-09-20 23:47:02.296989
97/03/28,2019-09-20 23:47:02.299258
97/03/31,2019-09-20 23:47:02.302137
97/04/01,2019-09-20 23:47:02.309757
97/04/02,2019-09-20 23:47:02.334181
97/04/03,2019-09-20 23:47:02.339690
97/04/07,2019-09-20 23:47:02.343728
97/04/08,2019-09-20 23:47:02.350167
97/04/09,2019-09-20 23:47:02.354649
97/04/10,2019-09-20 23:47:02.358572
97/04/11,2019-09-20 23:47:02.362649
97/04/14,2019-09-20 23:47:02.393145
97/04/15,2019-09-20 23:47:02.399633
97/04/16,2019-09-20 23:47:02.412019
97/04/17,2019-09-20 23:47:02.416436
97/04/18,2019-09-20 23:47:02.424984
97/04/21,2019-09-20 23:47:02.428446
97/04/22,2019-09-20 23:47:02.435017
97/04/23,2019-09-20 23:47:02.438497
97/04/24,2019-09-20 23:47:02.440828
97/04/25,2019-09-20 23:47:02.443122
97/04/28,2019-09-20 23:47:02.462593
97/04/29,2019-09-20 23:47:02.467928
97/04/30,2019-09-20 23:47:02.472877
97/05/02,2019-09-20 23:47:02.477528
97/05/05,2019-09-20 23:47:02.483358
97/05/06,2019-09-20 23:47:02.487281
97/05/07,2019-09-20 23:47:02.491287
97/05/08,2019-09-20 23:47:02.496194
97/05/09,2019-09-20 23:47:02.505130
97/05/12,2019-09-20 23:47:02.509558
97/05/13,2019-09-20 23:47:02.515287
97/05/14,2019-09-20 23:47:02.519179
97/05/15,2019-09-20 23:47:02.523750
97/05/16,2019-09-20 23:47:02.527302
97/05/19,2019-09-20 23:47:02.531770
97/05/20,2019-09-20 23:47:02.534827
97/05/21,2019-09-20 23:47:02.538885
97/05/22,2019-09-20 23:47:02.542269
97/05/23,2019-09-20 23:47:02.545662
97/05/26,2019-09-20 23:47:02.554906
97/05/27,2019-09-20 23:47:02.563293
97/05/28,2019-09-20 23:47:02.570196
97/05/29,2019-09-20 23:47:02.574740
97/05/30,2019-09-20 23:47:02.579541
97/06/02,2019-09-20 23:47:02.583767
97/06/03,2019-09-20 23:47:02.588497
97/06/04,2019-09-20 23:47:02.591380
97/06/05,2019-09-20 23:47:02.594314
97/06/06,2019-09-20 23:47:02.598466
97/06/09,2019-09-20 23:47:02.601829
97/06/10,2019-09-20 23:47:02.606961
97/06/11,2019-09-20 23:47:02.613211
97/06/12,2019-09-20 23:47:02.628134
97/06/13,2019-09-20 23:47:02.637350
97/06/16,2019-09-20 23:47:02.641169
97/06/17,2019-09-20 23:47:02.643138
97/06/18,2019-09-20 23:47:02.646535
97/06/19,2019-09-20 23:47:02.650472
97/06/20,2019-09-20 23:47:02.656965
97/06/23,2019-09-20 23:47:02.661134
97/06/24,2019-09-20 23:47:02.665546
97/06/25,2019-09-20 23:47:02.672414
97/06/26,2019-09-20 23:47:02.676535
97/06/27,2019-09-20 23:47:02.679329
97/06/30,2019-09-20 23:47:02.684955
97/07/01,2019-09-20 23:47:02.688794
97/07/02,2019-09-20 23:47:02.691491
97/07/03,2019-09-20 23:47:02.694061
97/07/04,2019-09-20 23:47:02.696412
97/07/07,2019-09-20 23:47:02.698999
97/07/08,2019-09-20 23:47:02.701451
97/07/09,2019-09-20 23:47:02.705224
97/07/10,2019-09-20 23:47:02.708788
97/07/11,2019-09-20 23:47:02.711936
97/07/14,2019-09-20 23:47:02.716580
97/07/15,2019-09-20 23:47:02.720028
97/07/16,2019-09-20 23:47:02.723465
97/07/17,2019-09-20 23:47:02.725740
97/07/18,2019-09-20 23:47:02.728422
97/07/21,2019-09-20 23:47:02.730856
97/07/22,2019-09-20 23:47:02.735743
97/07/23,2019-09-20 23:47:02.740053
97/07/24,2019-09-20 23:47:02.742117
97/07/25,2019-09-20 23:47:02.744203
97/07/29,2019-09-20 23:47:02.746091
97/07/30,2019-09-20 23:47:02.747964
97/07/31,2019-09-20 23:47:02.750525
97/08/01,2019-09-20 23:47:02.753689
97/08/04,2019-09-20 23:47:02.758163
97/08/05,2019-09-20 23:47:02.762329
97/08/06,2019-09-20 23:47:02.767142
97/08/07,2019-09-20 23:47:02.769688
97/08/08,2019-09-20 23:47:02.773080
97/08/11,2019-09-20 23:47:02.776080
97/08/12,2019-09-20 23:47:02.790087
97/08/13,2019-09-20 23:47:02.792689
97/08/14,2019-09-20 23:47:02.796033
97/08/15,2019-09-20 23:47:02.799259
97/08/18,2019-09-20 23:47:02.803285
97/08/19,2019-09-20 23:47:02.810845
97/08/20,2019-09-20 23:47:02.814687
97/08/21,2019-09-20 23:47:02.818933
97/08/22,2019-09-20 23:47:02.822321
97/08/25,2019-09-20 23:47:02.824570
97/08/26,2019-09-20 23:47:02.826996
97/08/27,2019-09-20 23:47:02.829308
97/08/28,2019-09-20 23:47:02.831722
97/08/29,2019-09-20 23:47:02.833626
97/09/01,2019-09-20 23:47:02.835794
97/09/02,2019-09-20 23:47:02.838089
97/09/03,2019-09-20 23:47:02.840557
97/09/04,2019-09-20 23:47:02.843066
97/09/05,2019-09-20 23:47:02.845538
97/09/08,2019-09-20 23:47:02.848200
97/09/09,2019-09-20 23:47:02.850441
97/09/10,2019-09-20 23:47:02.853786
97/09/11,2019-09-20 23:47:02.856718
97/09/12,2019-09-20 23:47:02.859499
97/09/15,2019-09-20 23:47:02.864692
97/09/16,2019-09-20 23:47:02.869411
97/09/17,2019-09-20 23:47:02.878389
97/09/18,2019-09-20 23:47:02.883758
97/09/19,2019-09-20 23:47:02.887527
97/09/22,2019-09-20 23:47:02.890861
97/09/23,2019-09-20 23:47:02.894675
97/09/24,2019-09-20 23:47:02.897913
97/09/25,2019-09-20 23:47:02.903049
97/09/26,2019-09-20 23:47:02.906536
97/09/30,2019-09-20 23:47:02.914933
97/10/01,2019-09-20 23:47:02.920021
97/10/02,2019-09-20 23:47:02.923681
97/10/03,2019-09-20 23:47:02.927603
97/10/06,2019-09-20 23:47:02.932882
97/10/07,2019-09-20 23:47:02.938026
97/10/08,2019-09-20 23:47:02.942001
97/10/09,2019-09-20 23:47:02.956666
97/10/13,2019-09-20 23:47:02.963438
97/10/14,2019-09-20 23:47:02.973995
97/10/15,2019-09-20 23:47:02.985732
97/10/16,2019-09-20 23:47:02.989973
97/10/17,2019-09-20 23:47:02.995286
97/10/20,2019-09-20 23:47:02.999152
97/10/21,2019-09-20 23:47:03.004914
97/10/22,2019-09-20 23:47:03.007946
97/10/23,2019-09-20 23:47:03.011453
97/10/24,2019-09-20 23:47:03.016259
97/10/27,2019-09-20 23:47:03.048420
97/10/28,2019-09-20 23:47:03.054560
97/10/29,2019-09-20 23:47:03.061097
97/10/30,2019-09-20 23:47:03.073735
97/10/31,2019-09-20 23:47:03.108847
97/11/03,2019-09-20 23:47:03.112629
97/11/04,2019-09-20 23:47:03.122017
97/11/05,2019-09-20 23:47:03.133783
97/11/06,2019-09-20 23:47:03.139281
97/11/07,2019-09-20 23:47:03.146045
97/11/10,2019-09-20 23:47:03.165372
97/11/11,2019-09-20 23:47:03.170736
97/11/12,2019-09-20 23:47:03.177282
97/11/13,2019-09-20 23:47:03.182203
97/11/14,2019-09-20 23:47:03.186060
97/11/17,2019-09-20 23:47:03.191366
97/11/18,2019-09-20 23:47:03.198493
97/11/19,2019-09-20 23:47:03.203043
97/11/20,2019-09-20 23:47:03.207347
97/11/21,2019-09-20 23:47:03.273138
97/11/24,2019-09-20 23:47:03.277403
97/11/25,2019-09-20 23:47:03.287631
97/11/26,2019-09-20 23:47:03.291122
97/11/27,2019-09-20 23:47:03.294255
97/11/28,2019-09-20 23:47:03.297653
97/12/01,2019-09-20 23:47:03.302087
97/12/02,2019-09-20 23:47:03.305508
97/12/03,2019-09-20 23:47:03.308853
97/12/04,2019-09-20 23:47:03.313205
97/12/05,2019-09-20 23:47:03.317578
97/12/08,2019-09-20 23:47:03.323049
97/12/09,2019-09-20 23:47:03.326862
97/12/10,2019-09-20 23:47:03.331047
97/12/11,2019-09-20 23:47:03.335672
97/12/12,2019-09-20 23:47:03.341072
97/12/15,2019-09-20 23:47:03.346476
97/12/16,2019-09-20 23:47:03.350769
97/12/17,2019-09-20 23:47:03.356446
97/12/18,2019-09-20 23:47:03.360718
97/12/19,2019-09-20 23:47:03.364495
97/12/22,2019-09-20 23:47:03.367959
97/12/23,2019-09-20 23:47:03.372628
97/12/24,2019-09-20 23:47:03.376335
97/12/25,2019-09-20 23:47:03.380743
97/12/26,2019-09-20 23:47:03.385955
97/12/29,2019-09-20 23:47:03.389907
97/12/30,2019-09-20 23:47:03.394526
97/12/31,2019-09-20 23:47:03.399660
98/01/05,2019-09-20 23:47:03.404807
98/01/06,2019-09-20 23:47:03.408818
98/01/07,2019-09-20 23:47:03.412497
98/01/08,2019-09-20 23:47:03.416530
98/01/09,2019-09-20 23:47:03.420387
98/01/10,2019-09-20 23:47:03.424793
98/01/12,2019-09-20 23:47:03.427996
98/01/13,2019-09-20 23:47:03.432325
98/01/14,2019-09-20 23:47:03.435997
98/01/15,2019-09-20 23:47:03.441656
98/01/16,2019-09-20 23:47:03.448202
98/01/17,2019-09-20 23:47:03.456621
98/01/19,2019-09-20 23:47:03.492024
98/01/20,2019-09-20 23:47:03.496674
98/01/21,2019-09-20 23:47:03.502622
98/02/02,2019-09-20 23:47:03.507307
98/02/03,2019-09-20 23:47:03.511288
98/02/04,2019-09-20 23:47:03.515993
98/02/05,2019-09-20 23:47:03.521409
98/02/06,2019-09-20 23:47:03.525503
98/02/09,2019-09-20 23:47:03.530701
98/02/10,2019-09-20 23:47:03.536961
98/02/11,2019-09-20 23:47:03.541997
98/02/12,2019-09-20 23:47:03.546256
98/02/13,2019-09-20 23:47:03.551046
98/02/16,2019-09-20 23:47:03.556989
98/02/17,2019-09-20 23:47:03.561307
98/02/18,2019-09-20 23:47:03.566340
98/02/19,2019-09-20 23:47:03.572226
98/02/20,2019-09-20 23:47:03.577763
98/02/23,2019-09-20 23:47:03.589207
98/02/24,2019-09-20 23:47:03.592690
98/02/25,2019-09-20 23:47:03.596586
98/02/26,2019-09-20 23:47:03.600720
98/02/27,2019-09-20 23:47:03.605236
98/03/02,2019-09-20 23:47:03.609434
98/03/03,2019-09-20 23:47:03.612790
98/03/04,2019-09-20 23:47:03.617681
98/03/05,2019-09-20 23:47:03.621982
98/03/06,2019-09-20 23:47:03.626094
98/03/09,2019-09-20 23:47:03.629822
98/03/10,2019-09-20 23:47:03.634529
98/03/11,2019-09-20 23:47:03.639255
98/03/12,2019-09-20 23:47:03.643419
98/03/13,2019-09-20 23:47:03.647345
98/03/16,2019-09-20 23:47:03.652657
98/03/17,2019-09-20 23:47:03.658054
98/03/18,2019-09-20 23:47:03.661340
98/03/19,2019-09-20 23:47:03.665271
98/03/20,2019-09-20 23:47:03.669006
98/03/23,2019-09-20 23:47:03.673530
98/03/24,2019-09-20 23:47:03.676974
98/03/25,2019-09-20 23:47:03.680354
98/03/26,2019-09-20 23:47:03.684379
98/03/27,2019-09-20 23:47:03.687483
98/03/30,2019-09-20 23:47:03.691579
98/03/31,2019-09-20 23:47:03.697524
98/04/01,2019-09-20 23:47:03.701358
98/04/02,2019-09-20 23:47:03.705549
98/04/03,2019-09-20 23:47:03.709607
98/04/06,2019-09-20 23:47:03.713348
98/04/07,2019-09-20 23:47:03.723432
98/04/08,2019-09-20 23:47:03.729050
98/04/09,2019-09-20 23:47:03.736788
98/04/10,2019-09-20 23:47:03.747878
98/04/13,2019-09-20 23:47:03.759128
98/04/14,2019-09-20 23:47:03.766018
98/04/15,2019-09-20 23:47:03.774218
98/04/16,2019-09-20 23:47:03.779320
98/04/17,2019-09-20 23:47:03.784553
98/04/20,2019-09-20 23:47:03.792221
98/04/21,2019-09-20 23:47:03.797478
98/04/22,2019-09-20 23:47:03.801467
98/04/23,2019-09-20 23:47:03.804999
98/04/24,2019-09-20 23:47:03.808788
98/04/27,2019-09-20 23:47:03.813233
98/04/28,2019-09-20 23:47:03.827242
98/04/29,2019-09-20 23:47:03.839418
98/04/30,2019-09-20 23:47:03.875473
98/05/04,2019-09-20 23:47:03.880234
98/05/05,2019-09-20 23:47:03.887633
98/05/06,2019-09-20 23:47:03.896008
98/05/07,2019-09-20 23:47:03.901839
98/05/08,2019-09-20 23:47:03.910084
98/05/11,2019-09-20 23:47:03.914129
98/05/12,2019-09-20 23:47:03.919642
98/05/13,2019-09-20 23:47:03.926294
98/05/14,2019-09-20 23:47:03.931313
98/05/15,2019-09-20 23:47:03.936854
98/05/18,2019-09-20 23:47:03.960898
98/05/19,2019-09-20 23:47:03.974667
98/05/20,2019-09-20 23:47:03.980403
98/05/21,2019-09-20 23:47:03.985119
98/05/22,2019-09-20 23:47:03.990266
98/05/25,2019-09-20 23:47:03.995906
98/05/26,2019-09-20 23:47:04.001886
98/05/27,2019-09-20 23:47:04.006993
98/06/01,2019-09-20 23:47:04.010918
98/06/02,2019-09-20 23:47:04.017182
98/06/03,2019-09-20 23:47:04.023542
98/06/04,2019-09-20 23:47:04.028764
98/06/05,2019-09-20 23:47:04.043065
98/06/06,2019-09-20 23:47:04.055891
98/06/08,2019-09-20 23:47:04.058981
98/06/09,2019-09-20 23:47:04.063598
98/06/10,2019-09-20 23:47:04.067990
98/06/11,2019-09-20 23:47:04.075333
98/06/12,2019-09-20 23:47:04.079214
98/06/15,2019-09-20 23:47:04.083395
98/06/16,2019-09-20 23:47:04.089352
98/06/17,2019-09-20 23:47:04.092946
98/06/18,2019-09-20 23:47:04.096626
98/06/19,2019-09-20 23:47:04.111337
98/06/22,2019-09-20 23:47:04.116421
98/06/23,2019-09-20 23:47:04.119612
98/06/24,2019-09-20 23:47:04.126423
98/06/25,2019-09-20 23:47:04.130916
98/06/26,2019-09-20 23:47:04.135170
98/06/29,2019-09-20 23:47:04.143041
98/06/30,2019-09-20 23:47:04.148361
98/07/01,2019-09-20 23:47:04.152118
98/07/02,2019-09-20 23:47:04.155567
98/07/03,2019-09-20 23:47:04.159399
98/07/06,2019-09-20 23:47:04.164331
98/07/07,2019-09-20 23:47:04.168022
98/07/08,2019-09-20 23:47:04.174565
98/07/09,2019-09-20 23:47:04.181102
98/07/10,2019-09-20 23:47:04.187261
98/07/13,2019-09-20 23:47:04.194417
98/07/14,2019-09-20 23:47:04.199337
98/07/15,2019-09-20 23:47:04.204230
98/07/16,2019-09-20 23:47:04.211113
98/07/17,2019-09-20 23:47:04.217099
98/07/20,2019-09-20 23:47:04.221336
98/07/21,2019-09-20 23:47:04.226605
98/07/22,2019-09-20 23:47:04.231457
98/07/23,2019-09-20 23:47:04.235376
98/07/24,2019-09-20 23:47:04.239007
98/07/27,2019-09-20 23:47:04.243010
98/07/28,2019-09-20 23:47:04.247436
98/07/29,2019-09-20 23:47:04.253427
98/07/30,2019-09-20 23:47:04.259757
98/07/31,2019-09-20 23:47:04.266168
98/08/03,2019-09-20 23:47:04.271046
98/08/04,2019-09-20 23:47:04.286273
98/08/05,2019-09-20 23:47:04.297973
98/08/06,2019-09-20 23:47:04.304054
98/08/10,2019-09-20 23:47:04.309361
98/08/11,2019-09-20 23:47:04.317280
98/08/12,2019-09-20 23:47:04.331351
98/08/13,2019-09-20 23:47:04.338946
98/08/14,2019-09-20 23:47:04.342741
98/08/17,2019-09-20 23:47:04.347829
98/08/18,2019-09-20 23:47:04.353037
98/08/19,2019-09-20 23:47:04.358573
98/08/20,2019-09-20 23:47:04.362553
98/08/21,2019-09-20 23:47:04.368627
98/08/24,2019-09-20 23:47:04.375626
98/08/25,2019-09-20 23:47:04.382617
98/08/26,2019-09-20 23:47:04.386748
98/08/27,2019-09-20 23:47:04.391165
98/08/28,2019-09-20 23:47:04.395429
98/08/31,2019-09-20 23:47:04.398724
98/09/01,2019-09-20 23:47:04.404701
98/09/02,2019-09-20 23:47:04.412449
98/09/03,2019-09-20 23:47:04.422854
98/09/04,2019-09-20 23:47:04.427919
98/09/07,2019-09-20 23:47:04.434439
98/09/08,2019-09-20 23:47:04.440906
98/09/09,2019-09-20 23:47:04.444974
98/09/10,2019-09-20 23:47:04.450304
98/09/11,2019-09-20 23:47:04.454236
98/09/14,2019-09-20 23:47:04.459578
98/09/15,2019-09-20 23:47:04.466177
98/09/16,2019-09-20 23:47:04.476036
98/09/17,2019-09-20 23:47:04.481049
98/09/18,2019-09-20 23:47:04.487914
98/09/21,2019-09-20 23:47:04.495656
98/09/22,2019-09-20 23:47:04.505963
98/09/23,2019-09-20 23:47:04.509728
98/09/24,2019-09-20 23:47:04.513920
98/09/25,2019-09-20 23:47:04.519240
98/09/28,2019-09-20 23:47:04.524325
98/09/29,2019-09-20 23:47:04.532982
98/09/30,2019-09-20 23:47:04.536433
98/10/01,2019-09-20 23:47:04.541444
98/10/02,2019-09-20 23:47:04.546116
98/10/05,2019-09-20 23:47:04.549906
98/10/06,2019-09-20 23:47:04.556213
98/10/07,2019-09-20 23:47:04.559571
98/10/08,2019-09-20 23:47:04.563949
98/10/09,2019-09-20 23:47:04.570762
98/10/12,2019-09-20 23:47:04.578441
98/10/13,2019-09-20 23:47:04.587804
98/10/14,2019-09-20 23:47:04.592997
98/10/15,2019-09-20 23:47:04.599704
98/10/16,2019-09-20 23:47:04.609502
98/10/19,2019-09-20 23:47:04.616654
98/10/20,2019-09-20 23:47:04.625039
98/10/21,2019-09-20 23:47:04.629093
98/10/22,2019-09-20 23:47:04.640582
98/10/23,2019-09-20 23:47:04.649506
98/10/26,2019-09-20 23:47:04.653896
98/10/27,2019-09-20 23:47:04.659946
98/10/28,2019-09-20 23:47:04.668521
98/10/29,2019-09-20 23:47:04.678654
98/10/30,2019-09-20 23:47:04.689696
98/11/02,2019-09-20 23:47:04.694553
98/11/03,2019-09-20 23:47:04.700857
98/11/04,2019-09-20 23:47:04.705461
98/11/05,2019-09-20 23:47:04.711775
98/11/06,2019-09-20 23:47:04.717205
98/11/09,2019-09-20 23:47:04.724347
98/11/10,2019-09-20 23:47:04.729649
98/11/11,2019-09-20 23:47:04.733776
98/11/12,2019-09-20 23:47:04.760482
98/11/13,2019-09-20 23:47:04.783475
98/11/16,2019-09-20 23:47:04.786997
98/11/17,2019-09-20 23:47:04.791630
98/11/18,2019-09-20 23:47:04.794691
98/11/19,2019-09-20 23:47:04.798811
98/11/20,2019-09-20 23:47:04.802170
98/11/23,2019-09-20 23:47:04.806415
98/11/24,2019-09-20 23:47:04.809978
98/11/25,2019-09-20 23:47:04.814374
98/11/26,2019-09-20 23:47:04.818045
98/11/27,2019-09-20 23:47:04.823242
98/11/30,2019-09-20 23:47:04.827328
98/12/01,2019-09-20 23:47:04.831019
98/12/02,2019-09-20 23:47:04.835297
98/12/03,2019-09-20 23:47:04.841246
98/12/04,2019-09-20 23:47:04.845252
98/12/07,2019-09-20 23:47:04.849391
98/12/08,2019-09-20 23:47:04.852863
98/12/09,2019-09-20 23:47:04.857605
98/12/10,2019-09-20 23:47:04.860733
98/12/11,2019-09-20 23:47:04.864739
98/12/14,2019-09-20 23:47:04.868183
98/12/15,2019-09-20 23:47:04.872200
98/12/16,2019-09-20 23:47:04.876129
98/12/17,2019-09-20 23:47:04.879619
98/12/18,2019-09-20 23:47:04.885253
98/12/21,2019-09-20 23:47:04.888991
98/12/22,2019-09-20 23:47:04.894687
98/12/23,2019-09-20 23:47:04.898359
98/12/24,2019-09-20 23:47:04.903544
98/12/25,2019-09-20 23:47:04.912136
98/12/28,2019-09-20 23:47:04.917588
98/12/29,2019-09-20 23:47:04.922359
98/12/30,2019-09-20 23:47:04.925683
98/12/31,2019-09-20 23:47:04.931635
99/01/04,2019-09-20 23:47:04.937804
99/01/05,2019-09-20 23:47:04.942809
99/01/06,2019-09-20 23:47:04.950040
99/01/07,2019-09-20 23:47:04.957420
99/01/08,2019-09-20 23:47:04.970419
99/01/11,2019-09-20 23:47:04.979866
99/01/12,2019-09-20 23:47:04.988540
99/01/13,2019-09-20 23:47:04.994260
99/01/14,2019-09-20 23:47:05.000672
99/01/15,2019-09-20 23:47:05.017070
99/01/18,2019-09-20 23:47:05.021141
99/01/19,2019-09-20 23:47:05.025273
99/01/20,2019-09-20 23:47:05.029686
99/01/21,2019-09-20 23:47:05.033706
99/01/22,2019-09-20 23:47:05.037573
99/01/25,2019-09-20 23:47:05.042834
99/01/26,2019-09-20 23:47:05.048542
99/01/27,2019-09-20 23:47:05.054432
99/01/28,2019-09-20 23:47:05.058920
99/01/29,2019-09-20 23:47:05.062732
99/02/01,2019-09-20 23:47:05.069184
99/02/02,2019-09-20 23:47:05.073553
99/02/03,2019-09-20 23:47:05.077584
99/02/04,2019-09-20 23:47:05.086570
99/02/05,2019-09-20 23:47:05.094334
99/02/06,2019-09-20 23:47:05.098610
99/02/08,2019-09-20 23:47:05.128021
99/02/09,2019-09-20 23:47:05.132245
99/02/10,2019-09-20 23:47:05.137933
99/02/22,2019-09-20 23:47:05.143490
99/02/23,2019-09-20 23:47:05.148250
99/02/24,2019-09-20 23:47:05.152621
99/02/25,2019-09-20 23:47:05.157220
99/02/26,2019-09-20 23:47:05.161214
99/03/01,2019-09-20 23:47:05.165337
99/03/02,2019-09-20 23:47:05.169070
99/03/03,2019-09-20 23:47:05.173767
99/03/04,2019-09-20 23:47:05.177839
99/03/05,2019-09-20 23:47:05.184115
99/03/08,2019-09-20 23:47:05.187604
99/03/09,2019-09-20 23:47:05.192420
99/03/10,2019-09-20 23:47:05.196663
99/03/11,2019-09-20 23:47:05.201235
99/03/12,2019-09-20 23:47:05.205588
99/03/15,2019-09-20 23:47:05.210712
99/03/16,2019-09-20 23:47:05.217137
99/03/17,2019-09-20 23:47:05.221881
99/03/18,2019-09-20 23:47:05.229419
99/03/19,2019-09-20 23:47:05.234538
99/03/22,2019-09-20 23:47:05.240042
99/03/23,2019-09-20 23:47:05.250109
99/03/24,2019-09-20 23:47:05.254863
99/03/25,2019-09-20 23:47:05.262719
99/03/26,2019-09-20 23:47:05.272220
99/03/29,2019-09-20 23:47:05.276917
99/03/30,2019-09-20 23:47:05.280675
99/03/31,2019-09-20 23:47:05.287271
99/04/01,2019-09-20 23:47:05.296376
99/04/02,2019-09-20 23:47:05.360967
99/04/06,2019-09-20 23:47:05.367958
99/04/07,2019-09-20 23:47:05.371411
99/04/08,2019-09-20 23:47:05.379858
99/04/09,2019-09-20 23:47:05.388223
99/04/12,2019-09-20 23:47:05.413698
99/04/13,2019-09-20 23:47:05.417423
99/04/14,2019-09-20 23:47:05.421529
99/04/15,2019-09-20 23:47:05.425505
99/04/16,2019-09-20 23:47:05.428752
99/04/19,2019-09-20 23:47:05.432228
99/04/20,2019-09-20 23:47:05.436397
99/04/21,2019-09-20 23:47:05.439688
99/04/22,2019-09-20 23:47:05.443570
99/04/23,2019-09-20 23:47:05.446945
99/04/26,2019-09-20 23:47:05.450703
99/04/27,2019-09-20 23:47:05.454597
99/04/28,2019-09-20 23:47:05.459113
99/04/29,2019-09-20 23:47:05.466625
99/04/30,2019-09-20 23:47:05.476179
99/05/03,2019-09-20 23:47:05.480112
99/05/04,2019-09-20 23:47:05.485644
