公司代號,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於共同控制下前手權益,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,所得稅費用（利益）,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,繼續營業單位稅前損益,繼續營業單位稅前純益（純損）,繼續營業單位本期純益（純損）,其他綜合損益（稅後淨額）,收入,支出,其他綜合損益,年份,季度,公司名稱
2801,4108099.0,1547351.0,-474157.0,3305437.0,2824170.0,-474951.0,2349219.0,,,2349219.0,-76563.0,,2272656.0,2349219.0,,0.0,2272656.0,,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彰化銀行
2809,1006852.0,820743.0,285760.0,361706.0,1180129.0,-107728.0,1072401.0,,,1072401.0,-67379.0,,1005022.0,1072401.0,,,1005022.0,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京城銀行
2812,1457578.0,718553.0,282075.0,989865.0,904191.0,-110219.0,793972.0,0.0,,793972.0,-5713.0,,788259.0,793972.0,,,788259.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台中銀行
2820,204588.0,167592.0,-649909.0,124907.0,897182.0,-153427.0,743755.0,,,743755.0,-68815.0,,674940.0,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華票
2834,3248316.0,979353.0,803615.0,2606376.0,817678.0,-89186.0,728492.0,,,728492.0,67318.0,,795810.0,728492.0,,0.0,795810.0,,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臺灣企銀
2836,522576.0,177424.0,60132.0,507144.0,132724.0,-22015.0,110709.0,,,110709.0,-60507.0,,50202.0,110709.0,,0.0,50202.0,,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高銀
2838,1447061.0,912000.0,-50563.0,1611662.0,797962.0,-98953.0,699009.0,,,699009.0,217556.0,,916565.0,694017.0,,4992.0,911573.0,,4992.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聯邦銀行
2845,1149743.0,1178728.0,-151809.0,1441027.0,1039253.0,-128876.0,910377.0,,,910377.0,-3569.0,,906808.0,910377.0,,,906808.0,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠東商銀
2849,1000367.0,881908.0,-41038.0,799714.0,1123599.0,-310558.0,813041.0,0.0,,813041.0,-203040.0,,610001.0,813041.0,,0.0,610001.0,,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安泰銀行
2855,,,,,,,,,,,,,,301349.0,,771.0,346948.0,,771.0,0.23,1169006.0,819271.0,349735.0,-16738.0,332997.0,-30877.0,302120.0,302120.0,45599.0,347719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,統一證券
6005,,,,,,,,,,,,,,288474.0,,17271.0,378919.0,,,0.12,1365784.0,1169206.0,196578.0,157181.0,353759.0,-48014.0,305745.0,305745.0,73174.0,378919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,群益證
6024,,,,,,,,,,,,,,43835.0,,,58847.0,,,0.48,251614.0,229765.0,21849.0,32286.0,54135.0,-10300.0,43835.0,43835.0,15012.0,58847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,群益期
1101,,,,1097143.0,,,,,,,,,,,,,1911110.0,,1372959.0,0.38,,,,,2340789.0,,1999624.0,1999624.0,,3284069.0,,24114047.0,20990175.0,3123872.0,,,3123872.0,,2026729.0,314060.0,341165.0,1284445.0,1413035.0,586589.0,,,,,,,,,,,,,,台泥
1102,,,,552379.0,,,,,,,,,,,,,718662.0,,527859.0,0.4,,,,,1589845.0,,1371559.0,1371559.0,,1246521.0,,13931550.0,13039407.0,892143.0,0.0,37.0,892180.0,,339801.0,1250044.0,218286.0,-125038.0,1213452.0,158107.0,,,,,,,,,,,,,,亞泥
1103,,,,104906.0,,,,,,,,,,,,,28882.0,,-16575.0,0.13,,,,,33802.0,,59637.0,59637.0,,12307.0,,741189.0,786094.0,-44905.0,,,-44905.0,,-149811.0,183613.0,-25835.0,-47330.0,82329.0,-22692.0,,,,,,,,,,,,,,嘉泥
1104,,,,91813.0,,,,,,,,,,,,,476706.0,,2269.0,0.3,,,,,186259.0,,183441.0,183441.0,,478975.0,,1248072.0,1126012.0,122060.0,,,122060.0,,30247.0,156012.0,2818.0,295534.0,181173.0,2268.0,,,,,,,,,,,,,,環球水泥
1108,,,,53588.0,,,,0.0,,,,,,,,,79103.0,,-6656.0,0.17,,,,,84611.0,,63869.0,63869.0,,72447.0,,1203671.0,1051860.0,151811.0,0.0,0.0,151811.0,0.0,98223.0,-13612.0,20742.0,8578.0,69554.0,-5685.0,,,,,,,,,,,,,,幸福水泥
1109,,,,90360.0,,,,0.0,,,,,,,,,85214.0,,-2576.0,0.09,,,,,43634.0,,35090.0,35090.0,,82638.0,,916242.0,789963.0,126279.0,0.0,0.0,126279.0,,35919.0,7715.0,8544.0,47548.0,37666.0,-2576.0,,,,,,,,,,,,,,信大水泥
1110,,,,14802.0,,,,,,,,,,,,,181938.0,,295.0,0.11,,,,,59501.0,,61097.0,61097.0,,182233.0,,460227.0,393630.0,66597.0,,,66597.0,,51795.0,7706.0,-1596.0,121136.0,60801.0,296.0,,,,,,,,,,,,,,東泥
1201,,,,1797632.0,,,,,,,,,,,,,390218.0,,-46069.0,0.58,,,,,351657.0,,247114.0,247114.0,,344149.0,,6700847.0,4526429.0,2174418.0,,,2174418.0,,376786.0,-25129.0,104543.0,97035.0,293183.0,-46069.0,,,,,,,,,,,,,,味全公司
1203,,,,205433.0,,,,0.0,,,,,,,,,146650.0,,77373.0,0.35,,,,,141538.0,,120200.0,120200.0,,224023.0,,1643325.0,1305256.0,338069.0,0.0,0.0,338069.0,,132636.0,8902.0,21338.0,103823.0,83740.0,36460.0,,,,,,,,,,,,,,味王公司
1210,,,,1687988.0,,,,,,,,,,,,,440629.0,,146435.0,0.45,,,,,338083.0,,291215.0,291215.0,,587064.0,,21357129.0,19418268.0,1938861.0,,,1938861.0,,250873.0,87210.0,46868.0,295849.0,237726.0,53489.0,,,,,,,,,,,,,,大成長城
1213,,,,18082.0,,,,,,,,,,,,,8951.0,,,0.17,,,,,11210.0,,8902.0,8902.0,,8951.0,,174683.0,144937.0,29746.0,,,29746.0,,11664.0,-454.0,2308.0,49.0,8902.0,,,,,,,,,,,,,,,大飲
1215,,,,287088.0,,,,,,,,,,,,,170827.0,,-910.0,0.31,,,,,89154.0,,68825.0,68825.0,,169917.0,,4380233.0,3999863.0,380370.0,,,380370.0,4700.0,97982.0,-8828.0,20329.0,101092.0,71984.0,-3159.0,,,,,,,,,,,,,,卜蜂企業
1216,,,,27047549.0,,,,,,,,,,,,,5063518.0,,2396034.0,0.75,,,,,6982144.0,,5739800.0,5739800.0,,7459552.0,,104634790.0,71828145.0,32806645.0,,,32806645.0,,5759096.0,1223048.0,1242344.0,1719752.0,3639790.0,2100010.0,,,,,,,,,,,,,,統一
1217,,,,291457.0,,,,,,,,,,,,,29708.0,,-2004.0,0.04,,,,,27078.0,,12780.0,12780.0,,27704.0,,886485.0,607228.0,279257.0,,,279257.0,,-12200.0,39278.0,14298.0,14924.0,17516.0,-4736.0,,,,,,,,,,,,,,愛之味
1218,,,,289035.0,,,,,,,,,,,,,10629.0,,870.0,-0.01,,,,,-624.0,,-892.0,-892.0,,11499.0,,2371390.0,2090365.0,281025.0,17.0,-243.0,280765.0,,-8270.0,7646.0,268.0,12391.0,-1762.0,870.0,,,,,,,,,,,,,,泰山企業
1219,,,,138950.0,,,,,,,,,,,,,-33080.0,,-1488.0,-0.11,,,,,-34759.0,,-34655.0,-34655.0,,-34568.0,,2342164.0,2243553.0,98611.0,,,98611.0,,-40339.0,5580.0,-104.0,87.0,-33147.0,-1508.0,,,,,,,,,,,,,,福壽實業
1220,,,,57838.0,,,,,,,,,,,,,17561.0,,10824.0,0.12,,,,,32738.0,,32045.0,32045.0,,28385.0,,810335.0,726907.0,83428.0,0.0,0.0,83428.0,,25590.0,7148.0,693.0,-3660.0,21013.0,11032.0,,,,,,,,,,,,,,台榮
1225,,,,119451.0,,,,,,,,,,,,,33405.0,,-777.0,0.13,,,,,30421.0,,24293.0,24293.0,,32628.0,,3388530.0,3230847.0,157683.0,413.0,,157270.0,24.0,37843.0,-7422.0,6128.0,8335.0,25070.0,-777.0,,,,,,,,,,,,,,福懋油
1227,,,,832989.0,,,,,,,,,,,,,799617.0,,-991.0,1.23,,,,,842243.0,,699669.0,699669.0,,798626.0,,5076330.0,3494148.0,1582182.0,,,1582182.0,,749193.0,93050.0,142574.0,98957.0,700663.0,-994.0,,,,,,,,,,,,,,佳格
1229,,,,94053.0,,,,,,,,,,,,,573814.0,,-1094.0,0.27,,,,,232213.0,,229649.0,229649.0,,572720.0,,1254001.0,1121907.0,132094.0,,,132094.0,,38041.0,194172.0,2564.0,343071.0,233515.0,-3866.0,,,,,,,,,,,,,,聯華實業
1231,,,,287590.0,,,,,,,,,,,,,115006.0,,1312.0,0.91,,,,,134172.0,,111496.0,111496.0,,116318.0,,1482501.0,1077644.0,404857.0,,,404857.0,,117267.0,16905.0,22676.0,4822.0,111987.0,-491.0,,,,,,,,,,,,,,聯華食品
1232,,,,122421.0,,,,,,,,,,,,,214390.0,,1609.0,1.32,,,,,259595.0,,212608.0,212608.0,,215999.0,,4882485.0,4549712.0,332773.0,,,332773.0,,210352.0,49243.0,46987.0,3391.0,210999.0,1609.0,,,,,,,,,,,,,,大統益
1233,,,,246196.0,,,,0.0,,,,,,,,,51499.0,,-2.0,0.76,,,,,82973.0,,68672.0,68672.0,,51497.0,,532755.0,207591.0,325164.0,,,325164.0,,78968.0,4005.0,14301.0,-17175.0,68521.0,151.0,,,,,,,,,,,,,,天仁
1234,,,,379389.0,,,,0.0,,,,,,,,,107293.0,,,0.19,,,,,127823.0,,102664.0,102664.0,,107293.0,,1574855.0,1190684.0,384171.0,,,384171.0,,4782.0,123041.0,25159.0,4629.0,102664.0,,,,,,,,,,,,,,,黑松
1235,,,,7905.0,,,,,,,,,,,,,-43705.0,,-97.0,-0.64,,,,,-32289.0,,-34836.0,-34836.0,,-43802.0,,58082.0,57380.0,702.0,,,702.0,,-7203.0,-25086.0,2547.0,-8966.0,-34739.0,-97.0,,,,,,,,,,,,,,興泰
1236,,,,139152.0,,,,,,,,,,,,,65625.0,,0.0,0.58,,,,,74669.0,,62845.0,62845.0,,65625.0,,726305.0,513108.0,213197.0,,,213197.0,,74045.0,624.0,11824.0,2780.0,62845.0,0.0,,,,,,,,,,,,,,宏亞食品
1256,,,,41757.0,,,,,,,,,,,,,59505.0,,131.0,2.59,,,,,65007.0,,45783.0,45783.0,,59636.0,,341578.0,241853.0,99725.0,,,99725.0,,57968.0,7039.0,19224.0,13853.0,45710.0,73.0,,,,,,,,,,,,,,鮮活果汁-KY
1301,,,,2560417.0,,,,,,,,,,,,,10111867.0,,,0.9,,,,,5647404.0,,5500227.0,5500227.0,,10111867.0,,50044541.0,46944695.0,3099846.0,,,3099846.0,,539429.0,5107975.0,147177.0,4611640.0,5500227.0,,,,,,,,,,,,,,,台塑
1303,,,,4171000.0,,,,,,,,,,,,,8619899.0,,-91743.0,0.9,,,,,8204364.0,,6938975.0,6938975.0,,8528156.0,,74265110.0,65959474.0,8305636.0,,-8752.0,8296884.0,,4125884.0,4078480.0,1265389.0,1589181.0,7030718.0,-91743.0,,,,,,,,,,,,,,南亞塑膠
1304,,,,756350.0,,,,-5709.0,,,,,,,,,490384.0,,503374.0,0.27,,,,,704100.0,,635640.0,629931.0,,993758.0,,12701403.0,11537149.0,1164254.0,,,1164254.0,-3198.0,404706.0,299394.0,68460.0,363827.0,282604.0,347327.0,,,,,,,,,,,,,,台聚
1305,,,,250594.0,,,,-5709.0,,,,,,,,,338092.0,,28089.0,0.76,,,,,414682.0,,358377.0,352668.0,,366181.0,,3201923.0,2601766.0,600157.0,,,600157.0,-3198.0,346365.0,68317.0,56305.0,13513.0,324554.0,28114.0,,,,,,,,,,,,,,華夏
1307,,,,366285.0,,,,3586.0,,,,,,,,,360508.0,,,0.62,,,,,305507.0,,216724.0,220310.0,,360508.0,,2605640.0,1985222.0,620418.0,,,620418.0,,254133.0,51374.0,88783.0,140198.0,220310.0,,,,,,,,,,,,,,,三芳化工
1308,,,,49625.0,,,,,,,,,,,,,-4626.0,,,0.28,,,,,142439.0,,130712.0,130712.0,,-4626.0,,1227231.0,1128105.0,99126.0,,,99126.0,0.0,49501.0,92938.0,11727.0,-135338.0,130712.0,,,,,,,,,,,,,,,亞聚
1309,,,,153608.0,,,,,,,,,,,,,69598.0,,,0.16,,,,,43212.0,,52361.0,52361.0,,69598.0,,4389762.0,4254033.0,135729.0,,,135729.0,,-17879.0,61091.0,-9149.0,17237.0,52361.0,,,,,,,,,,,,,,,台達化工
1310,,,,117309.0,,,,,,,,,,,,,113179.0,,7916.0,0.04,,,,,27929.0,,25820.0,25820.0,,121095.0,,4958708.0,4788389.0,170319.0,,,170319.0,8.0,53018.0,-25089.0,2109.0,95275.0,21471.0,4349.0,,,,,,,,,,,,,,台苯
1312,,,,285676.0,,,,,,,,,,,,,517796.0,,174387.0,0.18,,,,,261372.0,,217806.0,217806.0,,692183.0,,5981395.0,5479937.0,501458.0,,,501458.0,,215782.0,45590.0,43566.0,474377.0,165752.0,52054.0,,,,,,,,,,,,,,國喬石化
1313,,,,375468.0,,,,,,,,,,,,,528341.0,,-1306.0,0.15,,,,,184021.0,,169177.0,169177.0,,527035.0,,11397746.0,11019583.0,378163.0,,,378163.0,,2695.0,181326.0,14844.0,357858.0,171848.0,-2671.0,,,,,,,,,,,,,,聯成
1314,,,,286472.0,,,,,,,,,,,,,-49101.0,,-11387.0,-0.11,,,,,-258506.0,,-257670.0,-257670.0,,-60488.0,,9074551.0,9204859.0,-130308.0,0.0,1180.0,-129128.0,,-415600.0,157094.0,-836.0,197182.0,-246283.0,-11387.0,,,,,,,,,,,,,,中石化
1315,,,,128227.0,,,,,,,,,,,,,-79044.0,,-3282.0,0.04,,,,,2902.0,,4765.0,4765.0,,-82326.0,,700168.0,580096.0,120072.0,,,120072.0,,-8155.0,11057.0,-1863.0,-87091.0,8447.0,-3682.0,,,,,,,,,,,,,,達新工業
1316,,,,114272.0,,,,,,,,,,,,,-28288.0,,7438.0,-0.43,,,,,-26784.0,,-28385.0,-28385.0,,-20850.0,,342813.0,254681.0,88132.0,,,88132.0,,-26140.0,-644.0,1601.0,7535.0,-31635.0,3250.0,,,,,,,,,,,,,,上曜
1319,,,,703242.0,,,,,,,,,,,,,480446.0,,46811.0,0.57,,,,,397757.0,,334919.0,334919.0,,527257.0,,4617094.0,3580389.0,1036705.0,,985.0,1037690.0,,334448.0,63309.0,62838.0,192338.0,326294.0,8625.0,,,,,,,,,,,,,,東陽
1321,,,,88820.0,,,,,,,,,,,,,20826.0,,0.0,0.01,,,,,1384.0,,1384.0,1384.0,,20826.0,,1228602.0,1147523.0,81079.0,,,81079.0,,-7741.0,9125.0,0.0,19442.0,1384.0,0.0,,,,,,,,,,,,,,大洋
1323,,,,98839.0,,,,,,,,,,,,,76280.0,,11499.0,0.66,,,,,86846.0,,65827.0,65827.0,,87779.0,,777647.0,592261.0,185386.0,,,185386.0,-49.0,86498.0,348.0,21019.0,21952.0,54371.0,11456.0,,,,,,,,,,,,,,永裕
1324,,,,47785.0,,,,,,,,,,,,,27817.0,,0.0,0.19,,,,,16694.0,,14079.0,14079.0,,27817.0,,386514.0,331832.0,54682.0,,,54682.0,,6897.0,9797.0,2615.0,13738.0,14079.0,0.0,,,,,,,,,,,,,,地球工業
1325,,,,16664.0,,,,,,,,,,,,,29969.0,,2745.0,0.25,,,,,29758.0,,25156.0,25156.0,,32714.0,,268167.0,227248.0,40919.0,,,40919.0,,24255.0,5503.0,4602.0,7558.0,25524.0,-368.0,,,,,,,,,,,,,,恒大
1326,,,,3170735.0,,,,,,,,,,,,,10112798.0,,-1122419.0,1.43,,,,,9397379.0,,8533076.0,8533076.0,,8990379.0,,105123051.0,95567101.0,9555950.0,,,9555950.0,,6385215.0,3012164.0,864303.0,457303.0,8096038.0,437038.0,,,,,,,,,,,,,,台化
1337,,,,88295.0,,,,,,,,,,,,,482811.0,,,1.31,,,,,305730.0,,230132.0,230132.0,,482811.0,,958883.0,587149.0,371734.0,,,371734.0,,283439.0,22291.0,75598.0,252679.0,230132.0,,,,,,,,,,,,,,,再生-KY
1338,,,,255181.0,,,,,,,,,,,,,181368.0,,811.0,0.72,,,,,67153.0,,51008.0,51008.0,,182179.0,,1430571.0,1127837.0,302734.0,,,302734.0,,47553.0,19600.0,16145.0,131171.0,51015.0,-7.0,,,,,,,,,,,,,,廣華-KY
1339,,,,49866.0,,,,,,,,,,,,,,,,1.06,,,,,84592.0,,70210.0,70210.0,,70210.0,,314755.0,203000.0,111755.0,,,111755.0,,61889.0,22703.0,14382.0,,,,,,,,,,,,,,,,,昭輝
1402,,,,7780560.0,,,,,,,,,,,,,3124056.0,,1868590.0,0.37,,,,,4120880.0,,3567095.0,3567095.0,,4992646.0,,57620493.0,46683658.0,10936835.0,,,10936835.0,,3156275.0,964605.0,553785.0,1425551.0,1872376.0,1694719.0,,,,,,,,,,,,,,遠東新
1410,,,,18730.0,,,,,,,,,,,,,19653.0,,747.0,0.21,,,,,20372.0,,19526.0,19526.0,,20400.0,,138784.0,102813.0,35971.0,,,35971.0,,17241.0,3131.0,846.0,874.0,18779.0,747.0,,,,,,,,,,,,,,南染
1413,,,,28834.0,,,,,,,,,,,,,-78308.0,,-2674.0,-0.42,,,,,-70960.0,,-71515.0,-71515.0,,-80982.0,,1128664.0,1170507.0,-41843.0,,,-41843.0,,-70677.0,-283.0,555.0,-9467.0,-71228.0,-287.0,,,,,,,,,,,,,,宏洲纖維
1414,,,,15121.0,,,,,,,,,,,,,,,,0.15,,,,,32362.0,,32362.0,32362.0,,35532.0,,308410.0,268219.0,40191.0,,,40191.0,,25070.0,7292.0,0.0,3170.0,,,,,,,,,,,,,,,,東和
1416,,,,45410.0,,,,,,,,,,,,,34824.0,,4849.0,-0.12,,,,,-9894.0,,-9898.0,-9898.0,,39673.0,,37717.0,8619.0,29098.0,,,29098.0,,-16312.0,6418.0,4.0,49571.0,-14747.0,4849.0,,,,,,,,,,,,,,廣豐
1417,,,,248344.0,,,,,,,,,,,,,75170.0,,,-0.03,,,,,-2619.0,,-9910.0,-9910.0,,75170.0,,830911.0,620878.0,210033.0,,,210033.0,,-38311.0,35692.0,7291.0,85080.0,-9910.0,,,,,,,,,,,,,,,嘉裕
1418,,,,39417.0,,,,,,,,,,,,,-36681.0,,-5.0,-0.21,,,,,-24245.0,,-24914.0,-24914.0,,-36686.0,,473882.0,467588.0,6294.0,,,6294.0,,-33123.0,8878.0,669.0,-11772.0,-24909.0,-5.0,,,,,,,,,,,,,,東華
1419,,,,62244.0,,,,,,,,,,,,,298516.0,,,-0.04,,,,,-11701.0,,-12931.0,-12931.0,,298516.0,,223160.0,171116.0,52044.0,,,52044.0,,-10200.0,-1501.0,1230.0,311447.0,-12931.0,,,,,,,,,,,,,,,新紡
1423,,,,9039.0,,,,,,,,,,,,,,,,0.12,,,,,16339.0,,21160.0,21160.0,,33852.0,,232654.0,205364.0,27290.0,,,27290.0,,18251.0,-1912.0,-4821.0,12692.0,,,,,,,,,,,,,,,,利華羊毛
1432,,,,69578.0,,,,,,,,,,,,,-25590.0,,-275.0,-0.66,,,,,-58305.0,,-58305.0,-58305.0,,-25865.0,,117900.0,109704.0,8196.0,,,8196.0,,-61382.0,3077.0,0.0,32440.0,-58030.0,-275.0,,,,,,,,,,,,,,大魯閣實業
1434,,,,598229.0,,,,,,,,,,,,,-2256566.0,,6182.0,0.3,,,,,627969.0,,525971.0,525971.0,,-2250384.0,,11703212.0,10545422.0,1157790.0,,,1157790.0,,559561.0,68408.0,101998.0,-2776355.0,508309.0,17662.0,,,,,,,,,,,,,,福懋興業
1435,,,,6581.0,,,,,,,,,,,,,-1219.0,,0.0,-0.01,,,,,-1219.0,,-1219.0,-1219.0,,-1219.0,,5867.0,1045.0,4822.0,,,4822.0,0.0,-1759.0,540.0,0.0,,-1219.0,0.0,,,,,,,,,,,,,,中福國際
1436,,,,8812.0,,,,,,,,,,,,,-3123.0,,,-0.05,,,,,-3123.0,,-3123.0,-3123.0,,-3123.0,,604.0,392.0,212.0,,,212.0,,-8600.0,5477.0,0.0,0.0,-3123.0,,,,,,,,,,,,,,,華友聯
1437,,,,25454.0,,,,,,,,,,,,,11324.0,,-772.0,-0.18,,,,,-36975.0,,-37950.0,-37950.0,,10552.0,,326321.0,323095.0,3226.0,,,3226.0,,-22228.0,-14747.0,975.0,48502.0,-36079.0,-1871.0,,,,,,,,,,,,,,勤益投控
1438,,,,3064.0,,,,,,,,,,,,,,,,0.03,,,,,3737.0,,3374.0,3374.0,,3374.0,,8852.0,2784.0,6068.0,,,6068.0,,3004.0,733.0,363.0,0.0,,,,,,,,,,,,,,,,裕豐
1439,,,,5683.0,,,,,,,,,,,,,,,,0.03,,,,,3081.0,,2636.0,2636.0,,2636.0,,128877.0,126490.0,2387.0,,,2387.0,,-3296.0,6377.0,445.0,0.0,,,,,,,,,,,,,,,,中和羊毛
1440,,,,318651.0,,,,,,,,,,,,,608584.0,,-2580.0,0.21,,,,,432117.0,,332155.0,332155.0,,606004.0,,5107408.0,4450313.0,657095.0,,,657095.0,,338444.0,93673.0,99962.0,273849.0,334735.0,-2580.0,,,,,,,,,,,,,,南紡
1441,,,,33703.0,,,,,,,,,,,,,7415.0,,,0.07,,,,,5674.0,,5823.0,5823.0,,7415.0,,325830.0,298393.0,27437.0,,,27437.0,,-6266.0,11940.0,-149.0,1592.0,5823.0,,,,,,,,,,,,,,,大東紡織
1442,,,,65389.0,,,,,,,,,,,,,318464.0,,0.0,1.54,,,,,339397.0,,318438.0,318438.0,,318464.0,,974123.0,570944.0,403179.0,,,403179.0,,337790.0,1607.0,20959.0,26.0,318438.0,0.0,,,,,,,,,,,,,,名軒
1443,,,,50663.0,,,,,,,,,,,,,684.0,,-33713.0,0.11,,,,,-8265.0,,-8265.0,-8265.0,,-33029.0,,391215.0,347189.0,44026.0,,,44026.0,,-6637.0,-1628.0,0.0,-24764.0,14792.0,-23057.0,,,,,,,,,,,,,,立益紡織
1444,,,,110645.0,,,,,,,,,,,,,131690.0,,-16741.0,0.2,,,,,196834.0,,199992.0,199992.0,,114949.0,,2816753.0,2651527.0,165226.0,101.0,,165125.0,,54480.0,142354.0,-3158.0,-85043.0,178803.0,21189.0,,,,,,,,,,,,,,力麗
1445,,,,31062.0,,,,,,,,,,,,,14775.0,,0.0,0.13,,,,,18692.0,,17549.0,17549.0,,14775.0,,456736.0,421813.0,34923.0,,,34923.0,,3861.0,14831.0,1143.0,-2774.0,17549.0,0.0,,,,,,,,,,,,,,大宇紡織
1446,,,,38323.0,,,,,,,,,,,,,19445.0,,,0.09,,,,,15827.0,,12310.0,12310.0,,19445.0,,204208.0,152950.0,51258.0,,,51258.0,,12935.0,2892.0,3517.0,7135.0,12310.0,0.0,,,,,,,,,,,,,,宏和
1447,,,,163718.0,,,,,,,,,,,,,252818.0,,-42296.0,0.49,,,,,414004.0,,346586.0,346586.0,,210522.0,,6799613.0,6304884.0,494729.0,,,494729.0,,331011.0,82993.0,67418.0,-136064.0,346555.0,31.0,,,,,,,,,,,,,,力鵬
1449,,,,103329.0,,,,,,,,,,,,,-45761.0,,-6417.0,-0.29,,,,,-57955.0,,-57969.0,-57969.0,,-52178.0,,788657.0,767847.0,20810.0,,,20810.0,,-82519.0,24564.0,14.0,5791.0,-51389.0,-6580.0,,,,,,,,,,,,,,佳和實業
1451,,,,198340.0,,,,,,,,,,,,,233741.0,,501.0,0.35,,,,,180876.0,,148884.0,148884.0,,234242.0,,3164668.0,2829204.0,335464.0,,,335464.0,,137124.0,43752.0,31992.0,85358.0,151383.0,-2499.0,,,,,,,,,,,,,,年興紡織
1452,,,,19390.0,,,,,,,,,,,,,,,,0.22,,,,,35181.0,,29317.0,29317.0,,31527.0,,543440.0,494141.0,49299.0,,,49299.0,,29909.0,5272.0,5864.0,2210.0,,,,,,,,,,,,,,,,宏益
1453,,,,7370.0,,,,,,,,,,,,,299.0,,-145.0,-0.03,,,,,-838.0,,-2067.0,-2067.0,,154.0,,44643.0,38995.0,5648.0,,,5648.0,,-1722.0,884.0,1229.0,2221.0,-1922.0,-145.0,,,,,,,,,,,,,,大將
1454,,,,29786.0,,,,,,,,,,,,,-2081.0,,,0.02,,,,,2474.0,,2053.0,2053.0,,-2081.0,,491900.0,463336.0,28564.0,,,28564.0,-219.0,-1441.0,3915.0,421.0,-4134.0,2053.0,,,,,,,,,,,,,,,台富
1455,,,,101663.0,,,,,,,,,,,,,,,,0.27,,,,,192243.0,,161128.0,161128.0,,161128.0,,4000950.0,3736066.0,264884.0,0.0,0.0,264884.0,0.0,163221.0,29022.0,31115.0,0.0,,,,,,,,,,,,,,,,集盛
1456,,,,14637.0,,,,0.0,,,,,,,,,-17699.0,,0.0,-0.03,,,,,-18535.0,,-14018.0,-14018.0,,-17699.0,,203192.0,186066.0,17126.0,0.0,0.0,17126.0,0.0,2489.0,-21024.0,-4517.0,-3681.0,-14018.0,0.0,,,,,,,,,,,,,,怡華
1457,,,,38322.0,,,,,,,,,,,,,12698.0,,1241.0,0.0,,,,,2554.0,,2554.0,2554.0,,13939.0,,967096.0,925142.0,41954.0,,,41954.0,,3632.0,-1078.0,0.0,11385.0,1248.0,1306.0,,,,,,,,,,,,,,宜進
1459,,,,38397.0,,,,,,,,,,,,,32929.0,,-141.0,-0.03,,,,,-8497.0,,-11143.0,-11143.0,,32788.0,,897470.0,865085.0,32385.0,,,32385.0,,-6012.0,-2485.0,2646.0,43931.0,-11002.0,-141.0,,,,,,,,,,,,,,聯發紡織
1460,,,,224708.0,,,,,,,,,,,,,129391.0,,0.0,0.17,,,,,75161.0,,75161.0,75161.0,,129391.0,,1738216.0,1496759.0,241457.0,,,241457.0,-186.0,16563.0,58598.0,0.0,54230.0,75162.0,-1.0,,,,,,,,,,,,,,宏遠
1463,,,,30881.0,,,,,,,,,,,,,9624.0,,-3068.0,0.01,,,,,-681.0,,-681.0,-681.0,,6556.0,,199473.0,181373.0,18100.0,,,18100.0,,-12781.0,12100.0,,7237.0,2387.0,-3068.0,,,,,,,,,,,,,,強盛染整
