公司代號,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,保留盈餘（或累積虧損）,歸屬於母公司業主權益合計,權益合計,母公司暨子公司持有之母公司庫藏股股數（單位：股）,存放央行及拆借金融同業,避險之衍生金融資產,附賣回票券及債券投資,再保險合約資產－淨額,投資性不動產－淨額,央行及金融同業存款,避險之衍生金融負債,應付商業本票－淨額,應付債券,其他借款,歸屬於母公司業主之權益,應收款項,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,其他資產,分離帳戶保險商品資產,短期債務,以成本衡量之金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,分離帳戶保險商品負債,庫藏股,年份,季度,公司名稱,待註銷股本股數（單位：股）
3018,,,,,,,,,,,,,,,,,,,,679197.0,,,,,,,,,,,,,,,,,184336.0,455520,0.0,39500.0,-159.0,0.0,494861.0,,,0.0,494861.0,0.0,0,10.86,470539.0,208658.0,,119792.0,64544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,同開科技,
3019,,,,,,,,,,,,,,,,,,,,22495376.0,,,,,,,,,,,,,,,,,8549670.0,2810385,5698742.0,3612392.0,-173998.0,0.0,11947521.0,,,1998185.0,13945706.0,0.0,0,42.51,11945017.0,10550359.0,,6255076.0,2294594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亞洲光學,
3021,,,,,,,,,,,,,,,,,,,,1544824.0,,,,,,,,,,,,,,,,,445709.0,1082594,6250.0,19788.0,-9617.0,0.0,1099015.0,,,100.0,1099115.0,0.0,0,10.15,1012203.0,532621.0,,366257.0,79452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鴻名企業,
3022,,,,,,,,,,,,,,,,,,,,11169541.0,,,,,,,,,,,,,,,,,4638514.0,2949816,970900.0,2661062.0,-50751.0,0.0,6531027.0,,,,6531027.0,0.0,0,22.14,7508650.0,3660891.0,,4369218.0,269296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,威強電,
3023,,,,,,,,,,,,,,,,,,,,8851781.0,,,,,,,,,,,,,,,,,4488410.0,2076709,859922.0,1442792.0,-153599.0,0.0,4225824.0,,,137547.0,4363371.0,0.0,0,20.35,6212472.0,2639309.0,,3804283.0,684127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信邦電子,
3024,,,,,,,,,,,,,,,,,,,,7174461.0,,,,,,,,,,,,,,,,,3176658.0,2821575,215666.0,151918.0,-27519.0,-36797.0,3124843.0,,,872960.0,3997803.0,5000000.0,0,11.27,4717995.0,2456466.0,,2778553.0,398105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,憶聲電子,
3025,,,,,,,,,,,,,,,,,,,,1012717.0,,,,,,,,,,,,,,,,,207590.0,709206,49419.0,36428.0,3348.0,0.0,798401.0,,,6726.0,805127.0,0.0,0,11.26,746334.0,266383.0,,136448.0,71142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,星通,
3026,,,,,,,,,,,,,,,,,,,,13864739.0,,,,,,,,,,,,,,,,,3865526.0,3202175,3691375.0,2123501.0,247754.0,-30842.0,9233963.0,,,765250.0,9999213.0,863000.0,0,28.91,9101093.0,4763646.0,,3568011.0,297515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,禾伸堂,
3027,,,,,,,,,,,,,,,,,,,,2006400.0,,,,,,,,,,,,,,,,,560760.0,947939,268021.0,281951.0,-7887.0,-47416.0,1442608.0,,,3032.0,1445640.0,3846000.0,0,15.86,1211712.0,794688.0,,490258.0,70502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,盛達電業,
3028,,,,,,,,,,,,,,,,,,,,11377095.0,,,,,,,,,,,,,,,,,6954895.0,2134826,1114537.0,1081509.0,89819.0,,4420691.0,,,1509.0,4422200.0,0.0,0,20.71,10441212.0,935883.0,,5807802.0,1147093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,增你強,
3029,,,,,,,,,,,,,,,,,,,,2277666.0,,,,,,,,,,,,,,,,,933333.0,947442,226172.0,159865.0,10854.0,,1344333.0,,,,1344333.0,0.0,0,14.19,1791989.0,485677.0,,925756.0,7577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,零壹科技,
3030,,,,,,,,,,,,,,,,,,,,6289864.0,,,,,,,,,,,,,,,,,965035.0,2228460,53290.0,3047877.0,-4798.0,,5324829.0,,,,5324829.0,0.0,0,23.89,3968590.0,2321274.0,,815476.0,149559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,德律科技,
3031,,,,,,,,,,,,,,,,,,,,5448043.0,,,,,,,,,,,,,,,,,2595803.0,1966742,451409.0,315706.0,-110067.0,0.0,2623790.0,,,228450.0,2852240.0,0.0,0,13.34,4057494.0,1390549.0,,2467573.0,128230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佰鴻工業,
3032,,,,,,,,,,,,,,,,,,,,2456461.0,,,,,,,,,,,,,,,,,855037.0,1032856,139493.0,427907.0,-32489.0,0.0,1567767.0,,,33657.0,1601424.0,0.0,0,15.18,1781085.0,675376.0,,743518.0,111519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偉訓科技,
3033,,,,,,,,,,,,,,,,,,,,12021251.0,,,,,,,,,,,,,,,,,8178310.0,2439386,389415.0,1111824.0,-97684.0,0.0,3842941.0,,,0.0,3842941.0,0.0,0,15.75,11618163.0,403088.0,,7135876.0,1042434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,威健,
3034,,,,,,,,,,,,,,,,,,,,39240236.0,,,,,,,,,,,,,,,,,14968880.0,6066319,3249157.0,14846064.0,109816.0,,24271356.0,,,0.0,24271356.0,0.0,0,40.01,33740089.0,5500147.0,,14712970.0,255910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聯詠,
3035,,,,,,,,,,,,,,,,,,,,8968377.0,,,,,,,,,,,,,,,,,1850304.0,4063148,514054.0,2561029.0,-36160.0,0.0,7102071.0,,,16002.0,7118073.0,0.0,2068875,17.48,6217803.0,2750574.0,,1692232.0,158072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,智原,
3036,,,,,,,,,,,,,,,,,,,,32036690.0,,,,,,,,,,,,,,,,,20693322.0,3375651,4779078.0,2984075.0,199610.0,0.0,11338414.0,,,4954.0,11343368.0,0.0,0,33.59,29085161.0,2951529.0,,16956978.0,3736344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文曄科技,
3037,,,,,,,,,,,,,,,,,,,,97582385.0,,,,,,,,,,,,,,,,,46915784.0,15386060,8964710.0,21112108.0,710938.0,,46173816.0,,,4492785.0,50666601.0,0.0,0,30.01,45057270.0,52525115.0,,26794128.0,20121656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欣興電子,
3038,,,,,,,,,,,,,,,,,,,,3388170.0,,,,,,,,,,,,,,,,,1552665.0,2261076,6294.0,-268950.0,-46445.0,-122282.0,1829693.0,,,5812.0,1835505.0,8794388.0,0,8.42,2329615.0,1058555.0,,1151883.0,400782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全台,
3040,,,,,,,,,,,,,,,,,,,,1742771.0,,,,,,,,,,,,,,,,,186504.0,1038659,9118.0,422453.0,86037.0,0.0,1556267.0,,,0.0,1556267.0,0.0,0,14.98,464268.0,1278503.0,,154735.0,31769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠見,
3041,,,,,,,,,,,,,,,,,,,,6888314.0,,,,,,,,,,,,,,,,,1198614.0,3089491,1051181.0,2086217.0,-46795.0,-490394.0,5689700.0,,,0.0,5689700.0,11423000.0,0,19.12,5351040.0,1537274.0,,1164500.0,34114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,揚智,
3042,,,,,,,,,,,,,,,,,,,,13575502.0,,,,,,,,,,,,,,,,,5363484.0,3097570,1662181.0,3452266.0,1.0,,8212018.0,,,,8212018.0,0.0,0,26.51,7280011.0,6295491.0,,3115300.0,2248184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晶技,
3043,,,,,,,,,,,,,,,,,,,,2796100.0,,,,,,,,,,,,,,,,,2028935.0,1948781,1064959.0,-2268365.0,-10595.0,0.0,734780.0,,,32385.0,767165.0,0.0,0,3.77,1814900.0,981200.0,,1684079.0,344856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,科風,
3044,,,,,,,,,,,,,,,,,,,,47565137.0,,,,,,,,,,,,,,,,,22247829.0,5256059,342683.0,19574715.0,-114943.0,,25058514.0,,,258794.0,25317308.0,0.0,0,47.68,28402929.0,19162208.0,,21697191.0,550638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,健鼎科技,
3045,,,,,,,,,,,,,,,,,,,,104415465.0,,,,,,,,,,,,,,,,,42758158.0,34208328,12431851.0,44474881.0,497322.0,-31077183.0,60535199.0,,,1122108.0,61657307.0,730725849.0,0,22.5,26208745.0,78206720.0,,29668719.0,13089439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台灣大,
3046,,,,,,,,,,,,,,,,,,,,2175742.0,,,,,,,,,,,,,,,,,758143.0,1636490,128.0,-358424.0,139405.0,0.0,1417599.0,,,0.0,1417599.0,0.0,0,8.66,1695016.0,480726.0,,659133.0,99010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建碁,
3047,,,,,,,,,,,,,,,,,,,,4922902.0,,,,,,,,,,,,,,,,,2395496.0,1742152,275272.0,219558.0,3227.0,-8278.0,2231931.0,,,295475.0,2527406.0,851000.0,74400,12.87,4124679.0,798223.0,,1974147.0,421349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,訊舟科技,
3048,,,,,,,,,,,,,,,,,,,,7596393.0,,,,,,,,,,,,,,,,,5453746.0,1611000,26103.0,566121.0,-11119.0,-56093.0,2136012.0,,,6635.0,2142647.0,4000000.0,0,13.6,6844160.0,752233.0,,4779551.0,674195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,益登,
3049,,,,,,,,,,,,,,,,,,,,24986903.0,,,,,,,,,,,,,,,,,20388998.0,8839508,1443056.0,-5693886.0,-5480.0,0.0,4583198.0,,,14707.0,4597905.0,0.0,0,5.18,3854259.0,21132644.0,,8617709.0,11771289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,和鑫,
3050,,,,,,,,,,,,,,,,,,,,3089268.0,,,,,,,,,,,,,,,,,619583.0,2066551,458672.0,4611.0,26650.0,-86799.0,2469685.0,,,0.0,2469685.0,12407000.0,0,12.71,1448621.0,1640647.0,,414428.0,205155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈺德科技,
3051,,,,,,,,,,,,,,,,,,,,11623669.0,,,,,,,,,,,,,,,,,10779030.0,3253324,,-2407047.0,-1686.0,,844591.0,,,48.0,844639.0,0.0,0,2.6,2972905.0,8650764.0,,2751380.0,8027650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,力特光電,
3052,,,,,,,,,,,,,,,,,,,,8212823.0,,,,,,,,,,,,,,,,,6331421.0,1939765,161401.0,-135990.0,-427.0,-255837.0,1708912.0,,,172490.0,1881402.0,23413922.0,0,10.02,7739744.0,473079.0,,6248370.0,83051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夆典,
3054,,,,,,,,,,,,,,,,,,,,1602305.0,,,,,,,,,,,,,,,,,530836.0,963561,10938.0,52347.0,44623.0,,1071469.0,,,,1071469.0,0.0,0,11.12,1175407.0,426898.0,,426102.0,104734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立萬利,
3055,,,,,,,,,,,,,,,,,,,,3584947.0,,,,,,,,,,,,,,,,,731631.0,1305947,211238.0,1295503.0,-4766.0,-17830.0,2790092.0,,,63224.0,2853316.0,443582.0,0,21.44,2101145.0,1483802.0,,627691.0,103940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔚華科技,
3056,,,,,,,,,,,,,,,,,,,,6333937.0,,,,,,,,,,,,,,,,,4632716.0,1335372,348690.0,17693.0,-534.0,0.0,1701221.0,,,0.0,1701221.0,0.0,0,12.74,6193668.0,140269.0,,4630566.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,總太地產,
3057,,,,,,,,,,,,,,,,,,,,2894722.0,,,,,,,,,,,,,,,,,1168731.0,1478618,84517.0,156948.0,-24806.0,0.0,1695277.0,,,30714.0,1725991.0,0.0,0,11.47,1876613.0,1018109.0,,1020639.0,148092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喬鼎資訊,
3058,,,,,,,,,,,,,,,,,,,,5005329.0,,,,,,,,,,,,,,,,,2068128.0,1689693,571324.0,615345.0,104605.0,-43766.0,2937201.0,,,,2937201.0,2838000.0,0,17.68,2986574.0,2018755.0,,2038022.0,30106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立德電子,
3059,,,,,,,,,,,,,,,,,,,,16566016.0,,,,,,,,,,,,,,,,,6179339.0,3961013,2381885.0,4833134.0,-104862.0,-695083.0,10376087.0,,,10590.0,10386677.0,20904000.0,0,27.66,9998778.0,6567238.0,,5252245.0,927094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華晶科技,
3060,,,,,,,,,,,,,,,,,,,,7335488.0,,,,,,,,,,,,,,,,,2072237.0,1727994,1489607.0,1787524.0,49686.0,0.0,5054811.0,,,208440.0,5263251.0,0.0,0,29.25,4815818.0,2519670.0,,1533663.0,538574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銘異,
3062,,,,,,,,,,,,,,,,,,,,7675391.0,,,,,,,,,,,,,,,,,2611572.0,3255814,493600.0,1314883.0,-478.0,0.0,5063819.0,,,0.0,5063819.0,0.0,0,15.55,5304999.0,2370392.0,,2580916.0,30656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建漢科技,
3090,,,,,,,,,,,,,,,,,,,,5472047.0,,,,,,,,,,,,,,,,,3021944.0,1151995,192713.0,536305.0,246215.0,-59652.0,2067576.0,,,382527.0,2450103.0,2300000.0,598000,18.31,4763077.0,708970.0,,2877774.0,144170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日電貿,
3094,,,,,,,,,,,,,,,,,,,,1357556.0,,,,,,,,,,,,,,,,,68340.0,852891,384733.0,101466.0,-2219.0,-47661.0,1289210.0,,,6.0,1289216.0,2264000.0,0,15.53,997999.0,359557.0,,45418.0,22922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聯傑國際,
3130,,,,,,,,,,,,,,,,,,,,1696011.0,,,,,,,,,,,,,,,,,575354.0,324992,334232.0,450061.0,7577.0,0.0,1116862.0,,,3795.0,1120657.0,0.0,0,34.37,1449889.0,246122.0,,564701.0,10653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一零四,
3149,,,,,,,,,,,,,,,,,,,,19909170.0,,,,,,,,,,,,,,,,,9378642.0,2655255,6274008.0,1323542.0,136385.0,0.0,10389190.0,,,141338.0,10530528.0,0.0,0,39.13,9609835.0,10299335.0,,5306358.0,4072284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,正達國際,
3164,,,,,,,,,,,,,,,,,,,,1634146.0,,,,,,,,,,,,,,,,,751248.0,609119,300546.0,-26704.0,-63.0,0.0,882898.0,,,0.0,882898.0,0.0,0,14.49,1424556.0,209590.0,,750558.0,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,景岳生技,
3167,,,,,,,,,,,,,,,,,,,,2929753.0,,,,,,,,,,,,,,,,,1781086.0,615505,12786.0,495230.0,15527.0,0.0,1139048.0,,,9619.0,1148667.0,0.0,0,18.51,2332523.0,597230.0,,1344177.0,436909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大量科技,
3189,,,,,,,,,,,,,,,,,,,,37072397.0,,,,,,,,,,,,,,,,,10851593.0,4460000,5853673.0,13506581.0,40646.0,,23860900.0,,,2359904.0,26220804.0,0.0,0,53.5,20773324.0,16299073.0,,8650400.0,2201193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,景碩科技,
3209,,,,,,,,,,,,,,,,,,,,6075457.0,,,,,,,,,,,,,,,,,4505634.0,946649,233146.0,322825.0,-12089.0,,1490531.0,,,79292.0,1569823.0,0.0,0,15.75,5786730.0,288727.0,,4436409.0,69225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,全科,
3229,,,,,,,,,,,,,,,,,,,,785693.0,,,,,,,,,,,,,,,,,224000.0,579699,11130.0,-25089.0,-4047.0,0.0,561693.0,,,0.0,561693.0,0.0,0,9.69,600678.0,185015.0,,214092.0,9908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晟鈦,
3231,,,,,,,,,,,,,,,,,,,,277774252.0,,,,,,,,,,,,,,,,,212822854.0,21979692,19400234.0,26835461.0,-2493700.0,-777535.0,64944152.0,,,7246.0,64951398.0,15458000.0,0,29.76,222251486.0,55522766.0,,194345356.0,18477498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,緯創,
3257,,,,,,,,,,,,,,,,,,,,948223.0,,,,,,,,,,,,,,,,,135427.0,387280,232108.0,197732.0,1835.0,,818955.0,,,-6159.0,812796.0,0.0,0,21.15,740335.0,207888.0,,134287.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,虹冠電,
3266,,,,,,,,,,,,,,,,,,,,7400348.0,,,,,,,,,,,,,,,,,5313944.0,3023143,49356.0,-1085135.0,0.0,0.0,1987364.0,,,99040.0,2086404.0,0.0,0,6.57,7134143.0,266205.0,,5266894.0,47050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,昇陽建設,
3296,,,,,,,,,,,,,,,,,,,,2408075.0,,,,,,,,,,,,,,,,,510041.0,1121164,329338.0,449252.0,20018.0,-21738.0,1898034.0,,,0.0,1898034.0,1252000.0,0,17.12,1929195.0,478880.0,,478949.0,31092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勝德國際,
3305,,,,,,,,,,,,,,,,,,,,5917765.0,,,,,,,,,,,,,,,,,2059136.0,1188762,1206029.0,1448820.0,77663.0,-62645.0,3858629.0,,,,3858629.0,1588000.0,0,32.9,5170245.0,747520.0,,1411991.0,647145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,昇貿科技,
3308,,,,,,,,,,,,,,,,,,,,3056142.0,,,,,,,,,,,,,,,,,1787425.0,999496,261476.0,14435.0,-6690.0,0.0,1268717.0,,,0.0,1268717.0,0.0,0,12.69,2343597.0,712545.0,,1233431.0,553994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聯德電子,
3311,,,,,,,,,,,,,,,,,,,,10761336.0,,,,,,,,,,,,,,,,,4162260.0,1845643,707504.0,3967185.0,8556.0,,6528888.0,,,70188.0,6599076.0,0.0,0,35.37,7586283.0,3175053.0,,2716271.0,1445989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,閎暉,
3312,,,,,,,,,,,,,,,,,,,,3485831.0,,,,,,,,,,,,,,,,,2025512.0,871576,186481.0,256595.0,-46182.0,,1268470.0,,,191849.0,1460319.0,0.0,0,14.55,3444621.0,41210.0,,2022899.0,2613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,弘憶國際,
3356,,,,,,,,,,,,,,,,,,,,2295839.0,,,,,,,,,,,,,,,,,405401.0,578345,264078.0,1052880.0,-8925.0,0.0,1886378.0,,,4060.0,1890438.0,0.0,0,32.62,2063446.0,232393.0,,405401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奇偶科技,
3376,,,,,,,,,,,,,,,,,,,,14105340.0,,,,,,,,,,,,,,,,,4251452.0,1748789,3608911.0,4490948.0,-5769.0,,9842879.0,,,11009.0,9853888.0,0.0,1033448,56.28,10065557.0,4039783.0,,3932411.0,319041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新日興,
3380,,,,,,,,,,,,,,,,,,,,17084669.0,,,,,,,,,,,,,,,,,7512056.0,4917520,2150955.0,2754615.0,-250477.0,0.0,9572613.0,,,0.0,9572613.0,0.0,0,19.47,12746989.0,4337680.0,,6475401.0,1036655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,明泰科技,
3383,,,,,,,,,,,,,,,,,,,,12281883.0,,,,,,,,,,,,,,,,,6655622.0,2911715,3391125.0,-619601.0,-245.0,-613778.0,5069216.0,,,557045.0,5626261.0,16062000.0,0,18.43,3949524.0,8332359.0,,3097384.0,3558238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新世紀,
3406,,,,,,,,,,,,,,,,,,,,15457762.0,,,,,,,,,,,,,,,,,6582467.0,995991,5779448.0,2072273.0,5787.0,0.0,8853499.0,,,21796.0,8875295.0,0.0,0,88.89,6339155.0,9118607.0,,6142550.0,439917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玉晶光,
3416,,,,,,,,,,,,,,,,,,,,1543329.0,,,,,,,,,,,,,,,,,378578.0,463404,337767.0,405873.0,-4970.0,-43626.0,1158448.0,,,6303.0,1164751.0,885000.0,0,25.49,913028.0,630301.0,,377620.0,958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,融程電訊,
3419,,,,,,,,,,,,,,,,,,,,3269684.0,,,,,,,,,,,,,,,,,1521914.0,1074187,447542.0,226923.0,-882.0,0.0,1747770.0,,,0.0,1747770.0,0.0,0,16.27,2320531.0,949153.0,,1462365.0,59549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,譁裕實業,
3432,,,,,,,,,,,,,,,,,,,,1936658.0,,,,,,,,,,,,,,,,,529665.0,656260,367226.0,399164.0,-15657.0,0.0,1406993.0,,,0.0,1406993.0,0.0,0,21.44,1210132.0,726526.0,,340346.0,189319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台端,
3443,,,,,,,,,,,,,,,,,,,,4770318.0,,,,,,,,,,,,,,,,,1178627.0,1340119,569623.0,1687384.0,-5435.0,,3591691.0,,,,3591691.0,0.0,0,26.8,4194328.0,575990.0,,1118303.0,60324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,創意電子,
3450,,,,,,,,,,,,,,,,,,,,4354369.0,,,,,,,,,,,,,,,,,2294598.0,766422,328550.0,612418.0,-4868.0,0.0,1702522.0,,,357249.0,2059771.0,0.0,0,22.21,2027193.0,2327176.0,,1117460.0,1177138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,聯鈞,
3454,,,,,,,,,,,,,,,,,,,,2940829.0,,,,,,,,,,,,,,,,,832591.0,691161,359426.0,1121714.0,3725.0,-60186.0,2115840.0,,,-7602.0,2108238.0,1000000.0,0,31.06,2276003.0,664826.0,,751162.0,81429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晶睿,
3481,,,,,,,,,,,,,,,,,,,,558130993.0,,,,,,,,,,,,,,,,,366239302.0,91019608,123242760.0,-23295532.0,-698253.0,0.0,190268583.0,,,1623108.0,191891691.0,0.0,0,20.9,174705011.0,383425982.0,,214781092.0,151458210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,群創光電,
3494,,,,,,,,,,,,,,,,,,,,3635852.0,,,,,,,,,,,,,,,,,1461580.0,1384250,342690.0,42077.0,-9821.0,0.0,1759196.0,,,415076.0,2174272.0,0.0,0,12.71,1976358.0,1659494.0,,1183255.0,278325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,誠研科技,
3501,,,,,,,,,,,,,,,,,,,,6082358.0,,,,,,,,,,,,,,,,,1341672.0,1112279,1610061.0,2024031.0,-2160.0,0.0,4744211.0,,,-3525.0,4740686.0,0.0,0,42.65,4164178.0,1918180.0,,1156701.0,184971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,維熹科技,
3504,,,,,,,,,,,,,,,,,,,,5652482.0,,,,,,,,,,,,,,,,,1663988.0,1140598,1647625.0,1210218.0,-9947.0,,3988494.0,,,0.0,3988494.0,0.0,0,34.97,2939796.0,2712686.0,,1543620.0,120368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,揚明光學,
3515,,,,,,,,,,,,,,,,,,,,8852491.0,,,,,,,,,,,,,,,,,2398022.0,1150416,2798666.0,2779677.0,-274290.0,,6454469.0,,,0.0,6454469.0,0.0,0,56.11,8585545.0,266946.0,,2371131.0,26891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,華擎,
3518,,,,,,,,,,,,,,,,,,,,5132068.0,,,,,,,,,,,,,,,,,1571141.0,842319,1785572.0,967796.0,-34760.0,0.0,3560927.0,,,0.0,3560927.0,0.0,0,42.28,3468245.0,1663823.0,,1302408.0,268733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柏騰科技,
3528,,,,,,,,,,,,,,,,,,,,1500282.0,,,,,,,,,,,,,,,,,478827.0,508382,168827.0,348232.0,22736.0,-26722.0,,,,,1021455.0,0.0,0,20.09,1411544.0,88738.0,,466818.0,12009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安馳科技,
3532,,,,,,,,,,,,,,,,,,,,23451097.0,,,,,,,,,,,,,,,,,4904270.0,7756966,5739080.0,5050567.0,214.0,0.0,,,,,18546827.0,0.0,0,23.91,3763174.0,19687923.0,,3591777.0,1312493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,台勝科,
3533,,,,,,,,,,,,,,,,,,,,9461489.0,,,,,,,,,,,,,,,,,3006362.0,934779,2305164.0,3183834.0,18603.0,0.0,6442380.0,,,12747.0,6455127.0,0.0,0,68.92,7032835.0,2428654.0,,2917031.0,89331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,嘉澤端子,
3535,,,,,,,,,,,,,,,,,,,,1612105.0,,,,,,,,,,,,,,,,,612584.0,785978,353367.0,-139790.0,-34.0,0.0,999521.0,,,0.0,999521.0,0.0,0,12.72,930967.0,681138.0,,592155.0,20429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晶彩科,
